================================================================================
Model: M1
Layer: 60
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  研究所                           -0.1773
    2    128  整理                            +0.1683
    3    128  的值                            -0.1675
    4    128  _term                         +0.1602
    5    128  سته                           +0.1590
    6    128  CI                            -0.1487
    7    128  sudo                          +0.1466
    8    128  本人                            +0.1593
    9    128  Rah                           +0.1475
   10    128  Battle                        -0.1657
   11    127  automated                     -0.1857
   12    127  Graph                         +0.1773
   13    127  irregular                     -0.1701
   14    127  显著                            -0.1686
   15    127  /javascript                   -0.1587
   16    127  得分                            +0.1566
   17    127  Mother                        -0.1795
   18    127  sudo                          +0.1545
   19    127  Bren                          +0.1555
   20    127  ventory                       -0.1529
   21    127  aristocratic                  -0.1514
   22    127  有时                            +0.1472
   23    127  研究会                           +0.1470
   24    127  Kings                         +0.1469
   25    127  Treatment                     -0.1715
   26    127  显得                            -0.1499
   27    127  Tess                          +0.1494
   28    127  ′(                            +0.1491
   29    127  :X                            +0.1441
   30    127  安排                            -0.1779
   31    127  Mill                          +0.1442
   32    127  KP                            -0.1452
   33    127  应力                            -0.1461
   34    127  lint                          -0.1597
   35    127  眨                             +0.1465
   36    127  得好                            -0.1507
   37    127  职工                            -0.1752
   38    127  basal                         +0.1414
   39    127  również                       +0.1414
   40    127  KY                            +0.1654
   41    127  發生                            -0.1402
   42    127  Mitchell                      +0.1696
   43    127  kin                           +0.1373
   44    127  goddess                       +0.1367
   45    127  Kathy                         -0.1417
   46    126  Lucy                          -0.1670
   47    126  仍                             -0.1638
   48    126  middle                        +0.1625
   49    126  pert                          -0.1609
   50    126  旅客                            +0.1594
   51    126  Cette                         +0.1607
   52    126  Kathryn                       +0.1600
   53    126  点了                            -0.1549
   54    126  Catherine                     -0.1562
   55    126  有意                            -0.1505
   56    126  映                             -0.1510
   57    126  irre                          -0.1509
   58    126  Jerome                        -0.1499
   59    126  /go                           -0.1471
   60    126  相当                            -0.1454
