================================================================================
Model: M1
Layer: 2
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  c                             +0.6730
    2    128  ....                          -0.6049
    3    128  ....                          -0.5814
    4    128  .....                         -0.5496
    5    128  R                             -0.4992
    6    128  .O                            -0.4987
    7    128  …..                           -0.4995
    8    128  T                             +0.4697
    9    128  ............                  -0.4682
   10    128  .......                       -0.4675
   11    128  i                             -0.4537
   12    128  b                             -0.4396
   13    128  M                             -0.4291
   14    128  ........                      -0.4326
   15    128  .....↵↵                       -0.4271
   16    128  K                             +0.4247
   17    128  J                             -0.4230
   18    128  l                             -0.4236
   19    128  C                             +0.4247
   20    128  с                             -0.4201
   21    128  in                            +0.4143
   22    128  ......                        -0.4206
   23    128  .W                            -0.4133
   24    128  CT                            +0.4127
   25    128  Z                             -0.4119
   26    128  p                             +0.4147
   27    128  ......                        +0.4141
   28    128  a                             +0.4086
   29    128  4                             +0.4075
   30    128  .....                         -0.4126
   31    128  ….                            -0.4122
   32    128  B                             -0.4015
   33    128  Cc                            +0.4000
   34    128  H                             +0.4005
   35    128  N                             +0.3964
   36    128  。。                            -0.3988
   37    128  ..........                    -0.3995
   38    128  In                            +0.3911
   39    128  D                             +0.3913
   40    128  ,......                       -0.3924
   41    128  ct                            +0.3825
   42    128  ci                            +0.3826
   43    128  t                             +0.3827
   44    128  ..                            -0.3885
   45    128  ........................      -0.3829
   46    128  ____                          -0.3805
   47    128  ____                          -0.3802
   48    128  ．．                            -0.3776
   49    128  CR                            +0.3717
   50    128  ic                            -0.3706
   51    128  CI                            -0.3679
   52    128  。......                       -0.3742
   53    128  IN                            -0.3662
   54    128  gc                            +0.3671
   55    128  .--                           -0.3716
   56    128  r                             +0.3671
   57    128  С                             +0.3653
   58    128  v                             -0.3644
   59    128  ....↵                         +0.3626
   60    128  F                             +0.3621
