================================================================================
Model: M3
Layer: 37
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Queensland                    -0.1979
    2    128  Queen                         -0.1907
    3    128  Ic                            -0.1866
    4    128  未能                            +0.1802
    5    128  不宜                            +0.1815
    6    128  945                           -0.1750
    7    128  明星                            +0.1708
    8    128  regist                        -0.1722
    9    128  inherent                      +0.1663
   10    128  婴儿                            -0.1681
   11    128  sw                            +0.1708
   12    128  'E                            +0.1653
   13    128  撕                             +0.1677
   14    128  .apache                       +0.1744
   15    128  调解                            +0.1657
   16    128  你能                            +0.1641
   17    128  Nepal                         -0.1692
   18    128  Pope                          +0.1604
   19    128  Check                         -0.1557
   20    128  根部                            +0.1581
   21    128  Sino                          -0.1589
   22    128  大数据                           +0.1626
   23    128  未来的                           +0.1602
   24    128  regiment                      -0.1543
   25    128  仙人                            +0.1582
   26    128  627                           -0.1555
   27    128  whatever                      -0.1594
   28    128  clear                         -0.1583
   29    128  Yin                           +0.1549
   30    128  屋面                            +0.1540
   31    128  未來                            +0.1546
   32    128  仍在                            -0.1544
   33    128  ZU                            -0.1592
   34    128  Ls                            +0.1539
   35    128  racy                          -0.1523
   36    128  },                            -0.1541
   37    128  {tabular                      -0.1527
   38    128  -md                           -0.1596
   39    128  street                        -0.1539
   40    128  spread                        -0.1497
   41    128  NU                            -0.1508
   42    128  strict                        -0.1539
   43    128  Mexican                       -0.1491
   44    128  parse                         -0.1499
   45    128  <T                            +0.1485
   46    128  QC                            +0.1457
   47    128  382                           +0.1554
   48    128  dj                            -0.1495
   49    128  ﻿using                        +0.1535
   50    127  emerging                      -0.1560
   51    127  Jon                           -0.1548
   52    127  td                            -0.1453
   53    126  dich                          +0.1622
   54    126  监察                            +0.1484
   55    126  apper                         +0.1485
   56    126  Canadian                      -0.1492
   57    126  skill                         -0.1489
   58    124  Rome                          -0.1524
   59    122  temples                       +0.1536
   60    122  Egyptian                      -0.1507
