================================================================================
Model: M3
Layer: 60
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.482, 1.817, 1.155]
Frob: 5.31
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  REF                           +0.7651     -0.4641     -0.4522
    2  #1                            +0.5267     -0.0378     +0.1040
    3  FOR                           +0.4982     -0.1791     +0.1915
    4  echoing                       +0.4969     +0.3130     +0.0864
    5  alternating                   +0.4943     -0.7335     -0.2091
    6  FOR                           +0.4886     -0.2583     +0.2368
    7  illustrating                  +0.4620     +0.0823     -0.0580
    8  Threats                       -0.4586     -0.0738     -0.1551
    9  hum                           -0.4474     +0.2922     +0.0254
   10  Collect                       -0.4355     +0.2062     +0.0026
   11  mag                           +0.4337     +0.3706     -0.3111
   12  kop                           +0.4306     +0.3205     +0.1502
   13  Vulner                        -0.4305     -0.0392     -0.1429
   14  carbon                        -0.4291     -0.1290     +0.0976
   15  limits                        +0.4250     -0.0846     +0.4818
   16  Carbon                        -0.4215     -0.1144     +0.0502
   17  mitigate                      -0.4207     +0.2967     +0.0824
   18  fixation                      +0.4206     +0.1441     +0.2239
   19  limits                        +0.4191     -0.0224     +0.3844
   20  Carbon                        -0.4188     -0.0709     +0.0385
   21  Collect                       -0.4186     +0.2440     +0.0012
   22  солне                         +0.4072     -0.1393     -0.1217
   23  cosmology                     +0.4059     +0.0606     -0.1039
   24  mitigating                    -0.4058     +0.3441     +0.0050
   25  碳                             -0.4052     -0.1077     +0.0042
   26  bi                            -0.4030     -0.0502     +0.3885
   27  定价                            +0.4028     +0.0684     -0.0196
   28  threats                       -0.4022     -0.0424     -0.0312
   29  k                             +0.4014     +0.0569     +0.2654
   30  collect                       -0.4004     +0.1978     +0.0879
