================================================================================
Model: M2
Layer: 50
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.301, 1.523, 1.204]
Frob: 3.74
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  Short                         +0.6435     +0.5748     +0.0354
    2  short                         +0.6096     +0.4424     -0.0057
    3  Short                         +0.6034     +0.6057     +0.0257
    4  short                         +0.5393     +0.4752     -0.0555
    5  ->                            +0.5364     +0.3327     +0.2417
    6  短                             +0.5336     +0.4245     +0.0304
    7  .short                        +0.5191     +0.4345     -0.0307
    8  корот                         +0.5127     +0.4168     -0.1421
    9  shortcut                      +0.4923     +0.2775     -0.0169
   10  subgroup                      +0.4833     -0.0690     +0.0675
   11  ‑                             +0.4448     +0.3558     +0.1156
   12  Sketch                        +0.4404     -0.1236     +0.0717
   13  shorts                        +0.4399     +0.2636     +0.0939
   14  shortcuts                     +0.4381     +0.1444     +0.0360
   15  sketch                        +0.4272     -0.1607     +0.0898
   16  favorite                      +0.4160     +0.0613     +0.3658
   17  subgroups                     +0.4030     -0.0743     +0.1123
   18  Chain                         +0.4009     -0.0889     -0.2209
   19  是什么样的                         +0.3924     +0.1482     +0.0640
   20  preference                    +0.3918     -0.0086     +0.1359
   21  hort                          +0.3827     +0.2355     +0.0978
   22  Closing                       +0.3756     +0.1974     +0.0707
   23  Favorite                      +0.3741     +0.1064     +0.2812
   24  短期                            +0.3723     +0.4078     +0.1751
   25  YK                            -0.3691     +0.1119     +0.0325
   26  shorthand                     +0.3678     +0.0785     +0.0045
   27  短线                            +0.3657     +0.2560     +0.0548
   28  chain                         +0.3632     -0.1595     -0.2055
   29  Chain                         +0.3622     -0.2016     -0.2619
   30  favorites                     +0.3610     +0.1000     +0.4255
