================================================================================
Model: M3
Layer: 34
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.728, 2.934, 1.745]
Frob: 6.04
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  所能                            +0.4332     +0.0276     +0.1195
    2  #1                            +0.3637     -0.2906     +0.0457
    3  globalization                 -0.3633     -0.0349     -0.0678
    4  Familiar                      +0.3513     -0.1030     +0.0078
    5  Alang                         -0.3439     -0.0690     +0.0375
    6  Globalization                 -0.3425     +0.0103     -0.0290
    7  globally                      -0.3421     -0.0793     -0.0723
    8  三七                            -0.3419     -0.0000     +0.0245
    9  熟悉                            +0.3344     +0.0228     -0.0190
   10  日出                            -0.3298     -0.1620     -0.0487
   11  最简单的                          +0.3296     +0.1754     -0.0629
   12  熟悉的                           +0.3282     -0.0664     -0.0173
   13  炕                             +0.3280     +0.2851     +0.0083
   14  anytime                       -0.3277     -0.1086     -0.0687
   15  ests                          +0.3271     +0.1100     +0.0780
   16  尽量减少                          +0.3248     +0.0966     -0.1476
   17  conven                        +0.3239     +0.0168     -0.0015
   18  escal                         -0.3235     +0.0663     +0.0359
   19  conting                       -0.3234     -0.1079     +0.0344
   20  疾                             +0.3232     -0.0891     +0.1725
   21  workforce                     -0.3222     +0.0123     -0.0555
   22  mint                          -0.3220     -0.0584     -0.0205
   23  爱好                            +0.3196     -0.1932     +0.0225
   24  热电                            +0.3186     -0.1353     -0.1046
   25  一棵                            +0.3182     +0.0791     -0.1822
   26  pies                          +0.3164     +0.1253     +0.0437
   27  Compact                       +0.3162     -0.0132     -0.3074
   28  unspecified                   -0.3139     -0.1173     -0.1761
   29  emb                           -0.3131     -0.0378     -0.1181
   30  源头                            -0.3123     +0.1108     +0.0169
