================================================================================
Model: M1
Layer: 4
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.377, 1.964, 0.503]
Frob: 4.15
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  flushing                      +0.3905     -0.0315     +0.0042
    2  oule                          +0.3654     +0.1155     -0.0661
    3  相比之下                          -0.3548     +0.0725     -0.1361
    4  踐                             +0.3516     -0.0535     -0.0414
    5  展開                            +0.3444     -0.0058     +0.0883
    6  ellig                         -0.3398     -0.1202     -0.0084
    7  Lö                            +0.3358     -0.0422     -0.2545
    8  irie                          +0.3334     +0.0397     -0.0121
    9  哺                             -0.3324     -0.0615     +0.1553
   10  Biz                           -0.3285     -0.0229     +0.1321
   11  钝                             -0.3284     +0.1213     +0.0274
   12  Silver                        -0.3278     +0.0545     +0.0136
   13  Cyp                           -0.3274     -0.0373     -0.0169
   14  最美                            -0.3264     -0.0224     -0.0722
   15  entes                         +0.3261     -0.1102     -0.1540
   16  之急                            -0.3252     +0.0537     +0.1686
   17  omus                          -0.3247     -0.1363     -0.0458
   18  angk                          +0.3206     +0.0729     -0.0317
   19  iceberg                       +0.3188     -0.0469     -0.0184
   20  透视                            +0.3188     +0.0035     +0.0195
   21  Affairs                       -0.3164     -0.0939     +0.0168
   22  uby                           -0.3160     -0.1990     -0.0684
   23  โต                            +0.3160     -0.0018     -0.0553
   24  flush                         +0.3140     -0.0391     -0.0058
   25  arch                          -0.3126     +0.1346     -0.0376
   26  有偿                            +0.3124     +0.0475     +0.0327
   27  践行                            +0.3121     -0.0180     -0.0393
   28  ilver                         -0.3115     +0.0271     +0.0873
   29  Bism                          -0.3114     -0.0183     +0.0303
   30  edd                           -0.3104     -0.0070     -0.1840
