================================================================================
Model: M3
Layer: 53
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.013, 2.806, 2.156]
Frob: 6.24
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  for                           +0.4960     +0.2773     +0.0335
    2  for                           +0.4654     +0.2048     -0.0813
    3  #957                          +0.4629     +0.3577     +0.0893
    4  展开                            +0.4172     -0.0858     +0.1171
    5  展開                            +0.4124     -0.0890     +0.1257
    6  "                             +0.3988     +0.1592     +0.0189
    7  食                             +0.3924     -0.1096     -0.0448
    8  tension                       +0.3896     -0.0683     -0.0465
    9  ↵↵                            +0.3785     +0.2374     +0.0404
   10  Den                           +0.3750     +0.3019     -0.5243
   11  environments                  +0.3730     -0.1379     +0.0131
   12  ceremonies                    +0.3723     -0.0493     +0.1447
   13  #6                            +0.3711     +0.2795     +0.0589
   14  FOR                           +0.3657     +0.3618     -0.1432
   15  usage                         -0.3614     -0.0313     -0.0140
   16  fora                          +0.3605     +0.1106     -0.0318
   17  .for                          +0.3602     +0.2230     -0.0204
   18  滚                             +0.3601     -0.0070     +0.0480
   19  environment                   +0.3555     -0.1571     +0.0492
   20  For                           +0.3548     +0.1813     +0.0082
   21  For                           +0.3546     +0.1453     +0.0382
   22  для                           +0.3533     +0.1848     -0.0403
   23  Den                           +0.3525     +0.3057     -0.5448
   24  tensions                      +0.3525     -0.0517     -0.0635
   25  Mutual                        -0.3520     +0.1426     -0.0596
   26  embed                         -0.3510     +0.0250     -0.0602
   27  domination                    -0.3495     +0.0895     -0.1416
   28  合適                            +0.3494     +0.2784     -0.0472
   29  FOR                           +0.3486     +0.2754     -0.1634
   30  form                          +0.3454     +0.0375     +0.0244
