================================================================================
Model: M3
Layer: 36
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Actor                         -0.1805
    2    128  �                             -0.1764
    3    128  tightly                       +0.1782
    4    128  ladder                        +0.1701
    5    128  Eva                           +0.1734
    6    128  wr                            -0.1636
    7    128  流程                            -0.1628
    8    128  conference                    -0.1651
    9    128  zx                            -0.1650
   10    128  atabase                       +0.1616
   11    128  青海                            -0.1636
   12    128  也多                            +0.1669
   13    128  Saturday                      -0.1610
   14    128  modulo                        -0.1579
   15    128  gameplay                      +0.1638
   16    128  Para                          -0.1579
   17    128  库存                            -0.1583
   18    128  уж                            -0.1639
   19    128  schema                        +0.1602
   20    128  Harold                        +0.1606
   21    128  公告                            -0.1509
   22    128  Transactions                  +0.1553
   23    128  黄河                            +0.1579
   24    128  滇                             +0.1535
   25    128  /t                            +0.1624
   26    128  Jane                          -0.1498
   27    128  multimedia                    -0.1541
   28    128  太后                            +0.1542
   29    128  吊                             +0.1546
   30    128  购房                            -0.1539
   31    128  活动                            -0.1532
   32    128  帶著                            -0.1484
   33    128  仪式                            +0.1514
   34    128  Looking                       -0.1513
   35    128  .ref                          -0.1461
   36    128  macular                       -0.1496
   37    128  headline                      -0.1513
   38    128  Rem                           -0.1498
   39    128  丽江                            -0.1573
   40    128  冒                             -0.1533
   41    128  Eclipse                       +0.1556
   42    128  �                             -0.1500
   43    128  <section                      +0.1459
   44    128  potato                        -0.1439
   45    127  雕                             +0.1729
   46    127  makeup                        +0.1597
   47    127  endure                        -0.1727
   48    127  存储器                           +0.1490
   49    127  宜                             -0.1492
   50    127  compiled                      +0.1480
   51    127  tread                         +0.1511
   52    127  narrative                     +0.1469
   53    127  拿着                            +0.1458
   54    127  notebook                      +0.1441
   55    127  呛                             -0.1517
   56    127  ֹ                             -0.1496
   57    127  战术                            +0.1452
   58    127  clipse                        -0.1438
   59    127  Cur                           -0.1428
   60    126  coordinate                    -0.1482
