================================================================================
Model: M2
Layer: 47
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.606, 0.480, 0.273]
Frob: 4.12
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  \(\                           -0.4639     -0.0982     +0.0073
    2  -\(\                          -0.4028     -0.1223     +0.0299
    3  \((                           -0.3981     -0.2891     -0.0314
    4  ‑                             +0.3958     +0.3083     +0.0978
    5  ->                            +0.3800     +0.6637     +0.5644
    6  咳咳                            -0.3765     -0.0724     +0.0238
    7  若是                            +0.3701     +0.1793     -0.0460
    8  immortal                      -0.3654     +0.0946     -0.1394
    9  —                             +0.3633     +0.0512     +0.0271
   10  \(|                           -0.3617     -0.0035     -0.1335
   11  subl                          -0.3591     -0.0561     -0.0236
   12  ———                           +0.3562     +0.1320     +0.0872
   13  \({                           -0.3398     -0.0878     -0.1076
   14  1                             +0.3364     -0.0193     -0.1631
   15  etern                         -0.3316     +0.0938     +0.0222
   16  \([                           -0.3282     -0.1162     -0.0626
   17  −                             +0.3227     +0.0447     -0.1416
   18  )·                            +0.3221     +0.2601     -0.0664
   19  cens                          -0.3200     -0.0275     +0.0415
   20  一点儿                           +0.3196     -0.0325     -0.0772
   21  =-                            -0.3194     +0.0417     +0.0758
   22  ť                             -0.3150     -0.0069     -0.0801
   23  这是由于                          -0.3136     -0.0537     -0.2382
   24  :\\                           -0.3125     -0.1435     -0.0178
   25  浸                             -0.3121     +0.0460     +0.0001
   26  745                           +0.3109     -0.0882     -0.0596
   27  )^{-                          +0.3094     +0.0597     +0.0442
   28  你要是                           +0.3082     +0.0948     +0.0939
   29  crackers                      -0.3081     +0.1335     -0.0683
   30  McInt                         +0.3081     -0.2001     -0.0107
