================================================================================
Model: M3
Layer: 48
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.078, 2.668, 1.875]
Frob: 6.39
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  APPRO                         -0.6258     +0.0877     -0.0715
    2  REF                           -0.6023     +0.3271     -0.0792
    3  #1                            -0.5816     -0.0842     -0.2342
    4  Approved                      -0.5343     -0.1045     -0.0303
    5  FOR                           -0.4830     +0.1755     +0.1127
    6  ’                             -0.4762     -0.1387     -0.1461
    7  approved                      -0.4443     -0.0931     +0.0622
    8  REF                           -0.4341     +0.1722     +0.0412
    9  approved                      -0.4290     -0.1345     -0.0448
   10  approves                      -0.4165     -0.0121     +0.0286
   11  DEN                           -0.4054     +0.1108     -0.0062
   12  FOR                           -0.3908     +0.2516     +0.0783
   13  GOVERN                        -0.3899     -0.0332     +0.0048
   14  approving                     -0.3893     -0.0951     -0.0427
   15  -Com                          +0.3851     -0.0283     -0.0066
   16  50                            -0.3776     +0.0036     +0.1137
   17  alternating                   -0.3751     -0.2164     -0.0491
   18  ople                          -0.3712     -0.0436     +0.0418
   19  治疗效果                          +0.3700     -0.1023     +0.0058
   20  classifications               +0.3638     -0.1413     +0.0231
   21  Appro                         -0.3622     +0.0272     -0.0656
   22  LANGUAGE                      -0.3595     +0.0724     -0.2278
   23  ——”↵↵                         -0.3592     +0.0827     -0.0918
   24  utat                          +0.3585     +0.1235     -0.0263
   25  SECOND                        -0.3527     -0.0009     -0.1319
   26  approval                      -0.3483     -0.0819     +0.0567
   27  Influence                     +0.3483     -0.0752     -0.0171
   28  -process                      +0.3480     -0.0991     +0.0149
   29  -approved                     -0.3471     -0.1375     +0.0401
   30  RED                           -0.3467     +0.0334     -0.1598
