================================================================================
Model: M3
Layer: 45
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.622, 3.047, 1.982]
Frob: 6.84
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  #1                            +0.5032     +0.0060     -0.1852
    2  alternating                   +0.5018     -0.0439     -0.1470
    3  REF                           +0.4972     +0.0876     -0.1254
    4  它是一种                          -0.3981     +0.0216     +0.1726
    5  intelligent                   -0.3877     +0.0288     +0.0864
    6  Intelligent                   -0.3788     -0.0256     +0.0569
    7  REF                           +0.3694     +0.0097     -0.1101
    8  ---|---|---↵                  +0.3682     -0.0806     +0.0932
    9  intelig                       -0.3662     -0.0042     +0.2256
   10  divert                        +0.3652     +0.0740     -0.0351
   11  FOR                           +0.3626     +0.0925     -0.1385
   12  pecially                      +0.3616     +0.0250     +0.0632
   13  CID                           +0.3597     +0.1811     +0.0317
   14  着什么                           +0.3511     -0.0481     +0.0695
   15  DEN                           +0.3476     +0.2157     +0.0947
   16  Speaking                      -0.3463     -0.0740     -0.0525
   17  smart                         -0.3460     +0.0732     +0.1079
   18  FOR                           +0.3426     +0.0792     -0.0255
   19  人工智能                          -0.3415     +0.0224     +0.0201
   20  involving                     +0.3394     -0.1722     -0.0612
   21  之声                            +0.3392     -0.0827     -0.1099
   22  ilu                           +0.3390     +0.1695     +0.0302
   23  智慧                            -0.3383     +0.0371     +0.0489
   24  之花                            +0.3348     -0.0143     +0.0554
   25  Produ                         -0.3340     -0.0561     +0.0029
   26  -phase                        +0.3334     -0.0058     +0.1180
   27  wing                          +0.3315     +0.0667     +0.0633
   28  是一门                           -0.3308     +0.0684     +0.1236
   29  equid                         +0.3307     +0.1768     -0.0564
   30  合成的                           -0.3306     -0.0508     +0.1402
