================================================================================
Model: M3
Layer: 45
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  chaos                         +0.1861
    2    128  Jade                          -0.1753
    3    128  became                        +0.1742
    4    128  coverage                      +0.1697
    5    128  danger                        +0.1747
    6    128  →get                          +0.1721
    7    128  AVA                           +0.1758
    8    128  #26154                        -0.1765
    9    128  Jerry                         -0.1698
   10    128  governance                    +0.1662
   11    128  ------------------------      +0.1687
   12    128  ecosystem                     -0.1666
   13    128  invest                        +0.1627
   14    128  宇宙                            -0.1672
   15    128  →→→→→→                        -0.1650
   16    128  remained                      +0.1592
   17    128  #36662                        -0.1611
   18    128  →return                       -0.1582
   19    128  Cost                          -0.1605
   20    128  Meredith                      -0.1593
   21    128  而当                            -0.1610
   22    128  可否                            +0.1565
   23    128  Build                         -0.1573
   24    128  dysfunction                   +0.1611
   25    128  #25225                        -0.1602
   26    128  freeze                        +0.1538
   27    128  indispensable                 +0.1581
   28    128  国有资产                          +0.1537
   29    128  回报                            +0.1563
   30    128  →                             +0.1563
   31    128  �                             +0.1552
   32    128  OSS                           -0.1611
   33    128  而在                            +0.1544
   34    128  %%%%%%%%%%%%%%%%              -0.1534
   35    128  航天                            -0.1557
   36    128  agenda                        +0.1539
   37    128  Rafael                        -0.1575
   38    128  -process                      -0.1497
   39    128  ACA                           +0.1514
   40    128  →this                         -0.1507
   41    128  持續                            +0.1487
   42    128  歸                             -0.1497
   43    128  EEK                           +0.1515
   44    128  Ker                           -0.1487
   45    128  不愧是                           -0.1490
   46    128  blog                          -0.1511
   47    128  destroy                       -0.1485
   48    128  不知道                           -0.1484
   49    128  sqrt                          +0.1477
   50    128  nak                           +0.1523
   51    128  potentially                   -0.1472
   52    128  burn                          +0.1472
   53    128  交叉                            +0.1494
   54    128  #23259                        -0.1478
   55    128  络                             +0.1454
   56    128  培养了                           +0.1428
   57    128  睦                             +0.1455
   58    127  可能导致                          +0.1496
   59    127  402                           -0.1573
   60    127  ाव                            -0.1518
