================================================================================
Model: M2
Layer: 28
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    126  美妙                            -0.1792
    2    126  Warrior                       -0.1662
    3    125  PayPal                        +0.1879
    4    125  公子                            -0.1748
    5    125  .con                          +0.1609
    6    124  **_                           -0.1925
    7    124  外交                            -0.1652
    8    123  (head                         +0.1795
    9    123  臥                             -0.1581
   10    123  Find                          -0.1578
   11    123  lí                            +0.1639
   12    123  rubber                        -0.1613
   13    123  moderately                    -0.1623
   14    122  _ex                           -0.1696
   15    122  _point                        -0.1570
   16    122  Spr                           -0.1575
   17    122  好玩                            -0.1572
   18    121  记载                            -0.1528
   19    120  崖                             -0.1713
   20    120  recip                         +0.1734
   21    120  дви                           -0.1566
   22    119  rob                           +0.1589
   23    119  SPR                           -0.1532
   24    118  王子                            +0.1728
   25    118  手动                            +0.1679
   26    118  .module                       -0.1550
   27    118  负债                            -0.1654
   28    118  Yang                          +0.1559
   29    117  !("                           -0.1542
   30    117  ("[                           +0.1568
   31    117  }({\                          +0.1661
   32    117  )}(                           +0.1540
   33    116  Please                        +0.1501
   34    116  Residential                   -0.1579
   35    116  国际贸易                          +0.1573
   36    115  电荷                            +0.1550
   37    115  tropical                      +0.1576
   38    114  inevitable                    -0.1524
   39    114  Point                         -0.1472
   40    113  空调                            +0.1763
   41    113  scr                           +0.1645
   42    112  Shiva                         -0.1524
   43    109  }(\                           +0.1600
   44    109  (cur                          +0.1540
   45    109  Printed                       +0.1485
   46    108  Lights                        -0.1544
   47    106  电气                            -0.1523
   48    104  keyboard                      -0.1525
   49    104  remembrance                   +0.1485
   50    103  些                             -0.1799
   51    102  。/                            -0.1530
   52    102  妇人                            -0.1466
   53    101  thumb                         +0.1530
   54    100  ảy                            -0.1546
   55     99  (img                          -0.1502
   56     98  Rece                          +0.1458
   57     96  契                             -0.1571
   58     93  FB                            +0.1466
   59     93  亨                             +0.1524
   60     92  (View                         -0.1521
