================================================================================
Model: M2
Layer: 56
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  全局                            -0.1810
    2    128  身材                            -0.1800
    3    128  格式                            +0.1723
    4    128  溢出                            -0.1720
    5    128  Construction                  -0.1727
    6    128  导入                            -0.1743
    7    128  Follow                        +0.1669
    8    128  detect                        -0.1634
    9    128  倒入                            -0.1659
   10    128  adventures                    -0.1574
   11    128  867                           -0.1586
   12    128  旋转                            -0.1637
   13    128  橡胶                            -0.1572
   14    128  Duc                           +0.1534
   15    128  屏                             +0.1634
   16    128  协                             +0.1606
   17    128  入口                            -0.1500
   18    128  -In                           +0.1612
   19    128  tersebut                      +0.1613
   20    128  眼前                            +0.1575
   21    128  工作室                           -0.1567
   22    128  庞                             +0.1554
   23    128  okay                          -0.1510
   24    128  API                           -0.1500
   25    128  Lean                          -0.1496
   26    128  CPU                           +0.1479
   27    128  /E                            +0.1481
   28    128  sur                           -0.1496
   29    128  neighbourhood                 +0.1405
   30    128  .log                          +0.1484
   31    128  tuple                         +0.1474
   32    128  -W                            +0.1522
   33    127  470                           +0.1498
   34    127  以免                            +0.1560
   35    127  freshman                      -0.1432
   36    127  تاريخ                         -0.1442
   37    127  ,\,                           -0.1484
   38    126  .utils                        -0.1542
   39    126  Ink                           -0.1574
   40    126  diving                        +0.1419
   41    126  分享                            -0.1427
   42    124  adequate                      -0.1470
   43    124  会的                            +0.1481
   44    123  并将                            -0.1510
   45    123  克莱                            +0.1513
   46    123  只会                            +0.1424
   47    122  Cor                           +0.1534
   48    120  पर                            +0.1514
   49    120  厘米                            -0.1511
   50    119  本人                            -0.1557
   51    119  hostile                       +0.1496
   52    119  trat                          +0.1437
   53    118  场面                            +0.1406
   54    117  aan                           -0.1435
   55    117  Rec                           +0.1440
   56    116  邻                             -0.1412
   57    114  مشخص                          -0.1527
   58    114  克拉                            +0.1421
   59    114  蒸馏                            +0.1436
   60    114  珍珠                            -0.1411
