================================================================================
Model: M3
Layer: 31
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.406, 2.259, 1.938]
Frob: 5.80
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ky                            -0.4027     +0.0622     -0.0236
    2  不分                            +0.3928     +0.2472     +0.0334
    3  ki                            -0.3757     +0.0987     -0.0638
    4  熟悉的                           -0.3682     -0.1675     +0.0970
    5  Mere                          +0.3531     -0.0236     -0.0426
    6  Independent                   +0.3519     +0.1666     +0.1365
    7  衍                             +0.3494     +0.0357     -0.0703
    8  subjective                    +0.3438     +0.1046     -0.1118
    9  bing                          -0.3436     +0.0584     -0.0033
   10  衍生                            +0.3418     +0.0329     -0.0684
   11  rus                           -0.3398     +0.0791     -0.1399
   12  Western                       +0.3365     +0.0382     +0.0148
   13  blindly                       +0.3325     -0.0339     +0.0806
   14  regardless                    +0.3324     -0.0110     +0.0827
   15  kr                            -0.3308     -0.0071     -0.0125
   16  uncondition                   +0.3283     +0.0112     -0.0022
   17  discretionary                 +0.3273     +0.0011     -0.1036
   18  Courage                       +0.3265     -0.0739     +0.0532
   19  化为                            +0.3261     +0.0217     +0.1211
   20  pie                           -0.3260     -0.1235     -0.1052
   21  條件                            +0.3234     +0.0490     -0.1308
   22  イド                            +0.3232     +0.0561     +0.0386
   23  Literal                       -0.3226     -0.0753     +0.1168
   24  anecd                         +0.3212     +0.0486     -0.0966
   25  neun                          -0.3182     +0.0270     -0.0806
   26  宵                             -0.3182     -0.0819     +0.1781
   27  prod                          -0.3179     +0.0697     +0.0024
   28  Cooperative                   +0.3178     +0.0458     -0.0113
   29  是人类                           +0.3164     +0.0146     -0.0579
   30  kat                           -0.3163     -0.0441     +0.0206
