================================================================================
Model: M1
Layer: 9
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  finite                        -0.2130
    2    128  **:                           -0.2284
    3    128  theory                        -0.2028
    4    128  ф                             -0.2069
    5    128  ....                          +0.2049
    6    128  bv                            -0.1875
    7    128  c                             +0.1807
    8    128  inferior                      +0.1857
    9    128  仙界                            -0.1802
   10    128  Dean                          +0.1777
   11    128  Sur                           -0.1781
   12    128  Pe                            +0.1717
   13    128  �                             -0.1726
   14    128  ac                            -0.1711
   15    128  cv                            +0.1731
   16    128  破产                            -0.1716
   17    128  帖                             -0.1715
   18    128  =False                        +0.1741
   19    128  valor                         -0.1716
   20    128  struck                        +0.1693
   21    128  014                           -0.1689
   22    128  risk                          -0.1703
   23    128  Klim                          -0.1673
   24    128  ="                            +0.1736
   25    128  invasive                      +0.1693
   26    128  funding                       -0.1714
   27    128  438                           +0.1719
   28    128  ح                             +0.1666
   29    128  só                            +0.1753
   30    128  spite                         +0.1637
   31    128  ()`                           +0.1611
   32    128  =None                         +0.1651
   33    128  scattering                    +0.1639
   34    128  }}{\                          -0.1665
   35    128  Mer                           -0.1656
   36    128  011                           -0.1673
   37    128  constitution                  -0.1659
   38    128  515                           -0.1624
   39    128  035                           +0.1628
   40    128  制度                            +0.1584
   41    128  #128039                       -0.1603
   42    128  historic                      +0.1628
   43    128  毓                             +0.1635
   44    128  hard                          -0.1632
   45    128  Enc                           -0.1579
   46    128  **↵                           -0.1579
   47    128  Pub                           +0.1600
   48    128  ^                             -0.1564
   49    128  ":                            +0.1591
   50    128  מ                             +0.1575
   51    128  cu                            -0.1573
   52    128  False                         -0.1540
   53    128  رج                            +0.1534
   54    128  attitudes                     +0.1534
   55    128  253                           +0.1550
   56    128  --                            -0.1507
   57    128  Clay                          -0.1560
   58    127  ־                             +0.1636
   59    127  "},↵                          -0.1650
   60    127  非常的                           -0.1615
