================================================================================
Model: M1
Layer: 31
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  �                             +0.2038
    2    128  ⑤                             -0.2029
    3    128  _USER                         -0.1997
    4    128  毒                             +0.1847
    5    128  老家                            -0.1768
    6    128  419                           -0.1825
    7    128  Ra                            +0.1806
    8    128  倒                             -0.1834
    9    128  ucc                           +0.1790
   10    128  543                           -0.1753
   11    128  炼                             +0.1863
   12    128  .string                       -0.1816
   13    128  Delta                         +0.1688
   14    128  忍受                            -0.1664
   15    128  心中                            -0.1800
   16    128  容量                            -0.1697
   17    128  要素                            +0.1629
   18    128  Nit                           +0.1695
   19    128  结婚                            +0.1625
   20    128  420                           -0.1657
   21    128  363                           +0.1718
   22    128  履                             +0.1672
   23    128  mastered                      -0.1647
   24    128  对流                            +0.1589
   25    128  .object                       +0.1740
   26    127  Sl                            +0.1686
   27    127  gn                            +0.1632
   28    127  钢                             -0.1683
   29    127  蓝                             -0.1682
   30    127  还是很                           +0.1563
   31    127  ucle                          +0.1598
   32    127  SES                           -0.1573
   33    127  ①                             -0.1543
   34    126  Cp                            +0.1650
   35    126  面部                            -0.1536
   36    126  potentially                   -0.1650
   37    126  elta                          -0.1626
   38    126  兽                             -0.1622
   39    125  .persistence                  +0.1608
   40    125  \%                            -0.1607
   41    125  urn                           +0.1536
   42    125  inf                           -0.1553
   43    124  氧                             +0.1550
   44    124  zl                            -0.1602
   45    124  \({}^{\                       -0.1698
   46    123  644                           +0.1574
   47    123  将自己的                          -0.1505
   48    122  Counter                       +0.1580
   49    121  ③                             +0.1620
   50    120  supportive                    +0.1522
   51    119  Describe                      -0.1572
   52    119  "))                           +0.1534
   53    118  LAY                           -0.1609
   54    118  吨                             +0.1520
   55    116  お                             +0.1737
   56    116  原来                            -0.1582
   57    115  superscriptsubscript�         -0.1733
   58    115  万吨                            +0.1513
   59    115  الع                           +0.1591
   60    114  液态                            +0.1522
