================================================================================
Model: M2
Layer: 42
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [1.775, 1.381, 1.214]
Frob: 3.33
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  /material                     +0.3942     +0.1714     +0.0290
    2  gaz                           -0.3662     -0.0087     +0.0752
    3  /client                       +0.3601     +0.1125     +0.0317
    4  /item                         +0.3532     +0.1069     -0.1644
    5  /pm                           +0.3442     +0.0543     -0.0297
    6  /                             +0.3436     +0.1633     +0.0534
    7  架的                            -0.3423     -0.0371     +0.0190
    8  /A                            +0.3388     +0.0844     +0.0049
    9  inea                          +0.3347     +0.1786     +0.0971
   10  /MS                           +0.3344     +0.0844     +0.0706
   11  /value                        +0.3296     +0.0102     -0.0939
   12  /net                          +0.3289     +0.0510     -0.0319
   13  /pro                          +0.3256     +0.2041     +0.0092
   14  rog                           -0.3250     +0.0102     -0.0081
   15  /L                            +0.3244     -0.0846     +0.0015
   16  /m                            +0.3239     +0.1751     -0.0248
   17  传递给                           +0.3190     +0.1005     -0.0121
   18  /how                          +0.3182     +0.0493     -0.2097
   19  现行的                           -0.3174     -0.0643     -0.0598
   20  Gaz                           -0.3169     +0.0823     +0.1166
   21  ivat                          -0.3155     +0.0560     -0.0817
   22  ollo                          -0.3153     -0.0053     -0.1089
   23  �                             +0.3142     +0.0868     -0.0399
   24  /M                            +0.3132     +0.0667     -0.0164
   25  genstein                      -0.3128     +0.0529     +0.0085
   26  那些                            +0.3108     -0.0604     +0.1292
   27  把一个                           +0.3102     +0.0651     -0.1929
   28  unresolved                    -0.3100     -0.0138     -0.1639
   29  /react                        +0.3094     +0.0945     -0.0628
   30  /square                       +0.3072     +0.3934     -0.0386
