================================================================================
Model: M2
Layer: 3
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  ‑                             +0.4126
    2    128  #1                            +0.3551
    3    128  香                             +0.3498
    4    128  ар                            +0.3501
    5    128  gy                            -0.3365
    6    128  notion                        +0.3314
    7    128  ay                            -0.3262
    8    128  Describe                      -0.3200
    9    128  )**                           -0.3205
   10    128  ip                            -0.3182
   11    128  hire                          +0.3163
   12    128  º                             +0.3117
   13    128  ÷                             +0.3092
   14    128  ish                           +0.3101
   15    128  notions                       +0.3091
   16    128  ank                           +0.3086
   17    128  ick                           -0.3061
   18    128  har                           +0.3074
   19    128  ")↵                           -0.3068
   20    128  )↵                            -0.3006
   21    128  ago                           +0.3016
   22    128  ан                            +0.2958
   23    128  Sal                           -0.2966
   24    128  oy                            -0.2927
   25    128  }}_{\                         -0.2957
   26    128  itar                          +0.2931
   27    128  〕                             -0.2946
   28    128  .**                           -0.2922
   29    128  kar                           +0.2941
   30    128  aya                           +0.2934
   31    128  mar                           -0.2922
   32    128  ry                            -0.2927
   33    128  rian                          +0.2900
   34    128  it                            +0.2902
   35    128  ري                            +0.2912
   36    128  oro                           -0.2887
   37    128  ё                             -0.2891
   38    128  ）                             -0.2866
   39    128  air                           +0.2891
   40    128  ita                           +0.2875
   41    128  git                           +0.2886
   42    128  ار                            +0.2858
   43    128  ).↵                           +0.2848
   44    128  ric                           -0.2862
   45    128  郎                             -0.2861
   46    128  ">↵                           +0.2823
   47    128  Clean                         -0.2825
   48    128  茶                             -0.2853
   49    128  Hot                           -0.2808
   50    128  car                           -0.2826
   51    128  rat                           +0.2833
   52    128  oir                           +0.2795
   53    128  ott                           +0.2800
   54    128  }\)                           -0.2798
   55    128  ash                           +0.2791
   56    128  ary                           +0.2821
   57    128  aro                           -0.2807
   58    128  TRANS                         +0.2783
   59    128  ’                             +0.2790
   60    128  itan                          +0.2794
