================================================================================
Model: M3
Layer: 57
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [5.108, 1.711, 0.892]
Frob: 5.87
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  #1                            +0.7913     +0.0081     +0.9174
    2  REF                           +0.6200     +0.2613     -0.3320
    3  acon                          +0.4267     +0.1430     -0.0526
    4  obs                           +0.4169     -0.0744     +0.3768
    5  obs                           +0.3992     -0.1097     +0.3493
    6  fixation                      +0.3971     -0.0440     +0.3083
    7  mag                           +0.3714     -0.1248     -0.2836
    8  /con                          +0.3679     -0.0188     -0.2603
    9  Wink                          +0.3670     +0.1654     -0.1041
   10  Kid                           -0.3627     -0.0707     +0.0336
   11  mysteries                     +0.3607     -0.0651     +0.0365
   12  myst                          +0.3510     +0.0104     -0.0616
   13  costs                         +0.3465     +0.0713     +0.0835
   14  REF                           +0.3463     +0.2393     -0.2349
   15  cos                           +0.3463     -0.0113     +0.1440
   16  SET                           +0.3460     -0.0790     +0.0868
   17  Convers                       +0.3459     +0.0225     -0.1354
   18  quoting                       +0.3434     -0.2247     -0.0900
   19  cost                          +0.3418     +0.0977     +0.1310
   20  xref                          +0.3386     -0.0523     -0.1203
   21  perman                        -0.3376     -0.0192     +0.1971
   22  dB                            +0.3364     +0.0120     -0.0265
   23  Con                           +0.3353     -0.0170     -0.1835
   24  echoing                       +0.3346     -0.3311     -0.1350
   25  Kid                           -0.3338     -0.0762     +0.1004
   26  /pre                          +0.3337     -0.1339     -0.0254
   27  insure                        -0.3334     +0.0780     -0.0375
   28  fac                           +0.3329     -0.0134     +0.1167
   29  kr                            +0.3326     -0.0175     +0.0834
   30  lending                       +0.3287     -0.0762     -0.1477
