================================================================================
Model: M1
Layer: 6
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  r                             +0.3673
    2    128  .↵                            -0.3274
    3    128  _r                            +0.2744
    4    128  r                             +0.2657
    5    128  c                             +0.2660
    6    128  ,r                            +0.2471
    7    128  Describe                      +0.2489
    8    128  rr                            +0.2458
    9    128  f                             +0.2432
   10    128  414                           +0.2380
   11    128  }c                            -0.2366
   12    128  ..                            +0.2432
   13    128  z                             +0.2335
   14    128  rs                            -0.2307
   15    128  rf                            +0.2303
   16    128  rc                            +0.2285
   17    128  noon                          +0.2270
   18    128  {r                            -0.2261
   19    128  cs                            +0.2274
   20    128  ...                           +0.2360
   21    128  rs                            +0.2238
   22    128  some                          +0.2210
   23    128  ir                            +0.2230
   24    128  x                             +0.2214
   25    128  c                             +0.2214
   26    128  )...                          +0.2279
   27    128  list                          +0.2156
   28    128  ();↵                          -0.2172
   29    128  Describe                      -0.2157
   30    128  :c                            -0.2164
   31    128  Her                           +0.2151
   32    128  fd                            +0.2091
   33    128  some                          -0.2069
   34    128  last                          +0.2066
   35    128  _s                            +0.2063
   36    128  d                             -0.2057
   37    128  .r                            +0.2062
   38    128  lr                            -0.2044
   39    128  hz                            -0.2043
   40    128  cl                            -0.2041
   41    128  .c                            +0.2055
   42    128  sa                            +0.2040
   43    128  }r                            -0.2014
   44    128  dr                            +0.2033
   45    128  's                            +0.2058
   46    128  b                             +0.2053
   47    128  this                          +0.2003
   48    128  ,...                          +0.2077
   49    128  ->↵                           -0.2004
   50    128  *r                            +0.1985
   51    128  -r                            +0.1980
   52    128  }s                            -0.1970
   53    128  594                           +0.1972
   54    128  Her                           +0.1983
   55    128  PLA                           +0.1956
   56    128  dir                           +0.1951
   57    128  cx                            +0.1953
   58    128  git                           -0.1966
   59    128  •↵                            -0.1935
   60    128  ,↵                            -0.1958
