================================================================================
Model: M3
Layer: 33
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  ான                            -0.1732
    2    128  Arc                           -0.1721
    3    128  中国人民                          +0.1692
    4    128  017                           -0.1676
    5    128  所用的                           +0.1673
    6    128  石灰                            -0.1652
    7    128  Bin                           -0.1647
    8    128  操                             +0.1642
    9    128  闭                             +0.1617
   10    128  �                             +0.1618
   11    128  *)                            -0.1624
   12    128  RQ                            +0.1594
   13    128  iteration                     -0.1572
   14    128  الع                           -0.1561
   15    128  Cot                           -0.1539
   16    128  props                         -0.1543
   17    128  881                           -0.1529
   18    128  让                             -0.1522
   19    128  330                           +0.1533
   20    128  少数民族                          -0.1518
   21    128  ((-                           -0.1510
   22    128  stuck                         +0.1526
   23    128  employed                      -0.1513
   24    128  Cor                           -0.1491
   25    128  му                            -0.1506
   26    128  响                             +0.1482
   27    128  33                            +0.1488
   28    128  哗                             +0.1488
   29    128  Within                        -0.1490
   30    128  激素                            +0.1486
   31    128  ionine                        +0.1481
   32    128  Rück                          +0.1474
   33    128  司马                            +0.1482
   34    128  料的                            -0.1463
   35    128  Evan                          +0.1458
   36    128  recombination                 +0.1464
   37    128  Roberts                       -0.1461
   38    128  fixed                         +0.1462
   39    128  福利                            +0.1469
   40    128  空的                            +0.1455
   41    128  班的                            -0.1456
   42    128  lumber                        +0.1466
   43    128  *_                            +0.1461
   44    128  rub                           +0.1457
   45    128  "--                           +0.1445
   46    128  match                         +0.1458
   47    128  王的                            -0.1439
   48    128  Connect                       +0.1443
   49    128  是我国                           -0.1436
   50    128  细胞                            +0.1440
   51    128  同胞                            +0.1424
   52    128  卑                             -0.1419
   53    128  对人类                           +0.1429
   54    128  ijs                           +0.1418
   55    128  Cre                           +0.1433
   56    128  start                         +0.1443
   57    128  走廊                            +0.1432
   58    128  Cd                            -0.1428
   59    128  pat                           -0.1425
   60    128  这个女人                          -0.1429
