================================================================================
Model: M3
Layer: 33
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.785, 2.494, 1.681]
Frob: 6.02
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  lightness                     +0.3821     +0.2691     -0.0222
    2  直接将                           +0.3798     -0.3239     +0.1790
    3  cord                          -0.3705     -0.0491     +0.0613
    4  学校教育                          +0.3524     +0.0212     +0.0244
    5  aca                           -0.3488     +0.0445     +0.1103
    6  筒                             -0.3457     -0.2042     -0.0693
    7  amel                          -0.3437     +0.0188     +0.0709
    8  ister                         -0.3420     +0.1675     -0.1090
    9  好心                            +0.3355     +0.0839     -0.1121
   10  nightly                       +0.3353     +0.0726     -0.0125
   11  是人类                           +0.3277     -0.0741     +0.0025
   12  Dante                         +0.3264     -0.1227     -0.0884
   13  nighttime                     +0.3201     +0.1137     -0.0656
   14  将一个                           +0.3186     -0.1308     +0.1410
   15  手套                            +0.3152     +0.0585     -0.0323
   16  uncon                         +0.3152     -0.0259     -0.0715
   17  isotropic                     +0.3122     -0.0107     -0.1677
   18  有话                            +0.3119     +0.0007     -0.0314
   19  fab                           -0.3117     -0.0162     +0.0444
   20  Gentle                        +0.3107     +0.0285     -0.1412
   21  有一点                           +0.3106     -0.0150     +0.0781
   22  不分                            +0.3102     -0.1666     -0.1639
   23  ea                            -0.3092     +0.0707     +0.1300
   24  ISTER                         -0.3091     +0.0572     -0.1224
   25  igor                          -0.3087     -0.1762     -0.0324
   26  icha                          -0.3078     +0.1538     +0.0666
   27  \Fac                          -0.3073     +0.0501     +0.0618
   28  impecc                        +0.3067     -0.1166     +0.0758
   29  刹那间                           +0.3062     -0.0865     +0.1178
   30  bench                         -0.3061     -0.0154     +0.0546
