================================================================================
Model: M2
Layer: 38
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.495, 1.378, 0.416]
Frob: 3.48
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  selves                        -0.3955     +0.0645     +0.0367
    2  iﬁ                            -0.3489     -0.1637     -0.0452
    3  imilar                        -0.3477     +0.0488     +0.0670
    4  akin                          -0.3458     +0.0743     +0.0436
    5  preferences                   +0.3449     -0.2328     +0.0311
    6  Medic                         +0.3404     -0.0674     -0.0698
    7  aL                            -0.3366     +0.1286     -0.0279
    8  magnific                      -0.3366     +0.0845     -0.0742
    9  Pros                          +0.3362     -0.0537     +0.0122
   10  pros                          +0.3351     -0.0673     +0.1422
   11  Smallest                      -0.3315     -0.0804     -0.1295
   12  intu                          +0.3239     -0.1259     +0.2073
   13  和保护                           +0.3230     -0.0510     -0.1366
   14  淫                             -0.3213     +0.0492     -0.0066
   15  utilities                     +0.3165     +0.0626     -0.0623
   16  骥                             +0.3163     -0.0550     -0.1272
   17  friendly                      +0.3133     +0.0826     +0.1283
   18  claimed                       +0.3123     +0.1400     +0.1148
   19  Gut                           +0.3094     -0.0680     -0.0493
   20  utable                        +0.3090     +0.0245     -0.0665
   21  gut                           +0.3083     -0.1997     +0.0050
   22  菁                             -0.3082     -0.0220     +0.0638
   23  Peoples                       +0.3072     +0.0214     -0.0037
   24  preference                    +0.3062     -0.2298     -0.0353
   25  sublime                       -0.3056     +0.1075     -0.1315
   26  早点                            +0.3053     -0.1750     -0.0433
   27  Meteor                        +0.3051     -0.0203     -0.0534
   28  mor                           +0.3049     +0.1373     -0.1403
   29  常用的                           +0.3047     -0.0160     +0.0860
   30  Excellence                    -0.3046     +0.0077     +0.0268
