================================================================================
Model: M3
Layer: 44
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  driven                        -0.1875
    2    128  Dom                           -0.1835
    3    128  Ds                            +0.1696
    4    128  {(                            +0.1663
    5    128  "../../                       +0.1654
    6    128  stern                         +0.1634
    7    128  Pt                            +0.1625
    8    128  一脸                            -0.1598
    9    128  то                            +0.1592
   10    128  一身                            +0.1589
   11    128  Texas                         -0.1585
   12    128  FG                            -0.1580
   13    128  纵                             +0.1575
   14    128  icho                          +0.1569
   15    128  장                             +0.1568
   16    128  708                           -0.1566
   17    128  Gross                         +0.1571
   18    128  media                         +0.1568
   19    128  :int                          -0.1567
   20    128  GC                            -0.1540
   21    128  甘草                            -0.1543
   22    128  学历                            -0.1542
   23    128  Prot                          -0.1528
   24    128  驱                             -0.1533
   25    128  lacking                       +0.1510
   26    128  792                           +0.1502
   27    128  636                           -0.1503
   28    128  浪                             -0.1495
   29    128  delight                       +0.1492
   30    128  *(                            +0.1483
   31    128  %D                            -0.1486
   32    128  subscript�                    +0.1493
   33    128  radio                         -0.1468
   34    128  Dir                           +0.1458
   35    128  yan                           +0.1459
   36    128  ((                            +0.1465
   37    128  medical                       +0.1461
   38    128  QL                            -0.1465
   39    128  一臉                            -0.1450
   40    128  organized                     +0.1454
   41    128  Mr                            -0.1451
   42    128  制约                            -0.1457
   43    128  Pi                            -0.1438
   44    128  夸大                            -0.1433
   45    128  固有                            -0.1432
   46    128  腐败                            -0.1427
   47    128  Tae                           +0.1427
   48    128  789                           -0.1413
   49    128  uttle                         -0.1412
   50    128  涂                             -0.1412
   51    128  Agent                         -0.1409
   52    128  aph                           -0.1402
   53    128  159                           -0.1407
   54    128  Gir                           +0.1401
   55    128  Disc                          -0.1408
   56    128  necessary                     +0.1394
   57    128  恆                             +0.1386
   58    128  Ns                            -0.1395
   59    128  snack                         +0.1389
   60    128  Sid                           -0.1390
