================================================================================
Model: M2
Layer: 39
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [1.947, 1.135, 0.985]
Frob: 3.21
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  迭                             +0.4091     -0.1317     -0.0850
    2  Meteor                        +0.3633     +0.0725     +0.1639
    3  lä                            -0.3560     -0.0022     +0.0575
    4  粗细                            -0.3486     +0.0047     +0.0599
    5  hic                           -0.3407     +0.0439     -0.0017
    6  greg                          -0.3170     +0.1286     +0.1701
    7  hti                           -0.3129     +0.0284     +0.1230
    8  iﬁ                            -0.3049     -0.3014     -0.0126
    9  Medic                         +0.3037     +0.1354     +0.2564
   10  -ru                           -0.3035     -0.0246     +0.0481
   11  不稳定                           +0.2978     +0.0824     +0.0554
   12  叠                             +0.2972     -0.0989     -0.0880
   13  recognizable                  +0.2958     -0.0104     +0.1435
   14  晚餐                            -0.2951     +0.0955     +0.1441
   15  wherein                       -0.2948     -0.0306     -0.0916
   16  hop                           -0.2924     -0.0539     +0.0103
   17  Serie                         +0.2922     -0.0003     -0.0501
   18  chy                           -0.2908     +0.0430     +0.1222
   19  aiman                         -0.2906     -0.0677     -0.0859
   20  Mou                           +0.2897     +0.1524     -0.0078
   21  Muk                           +0.2894     +0.0853     -0.0804
   22  包里                            +0.2883     -0.0285     +0.0879
   23  挂                             +0.2877     +0.0750     -0.0001
   24  ruff                          -0.2876     +0.0935     -0.1213
   25  Greg                          -0.2864     -0.0146     +0.0786
   26  mou                           +0.2863     +0.0979     +0.0668
   27  UU                            +0.2859     +0.0300     -0.1539
   28  权利要求                          +0.2838     -0.1598     -0.0172
   29  光辉                            -0.2827     +0.0938     +0.0371
   30  �                             -0.2823     +0.0620     -0.0235
