================================================================================
Model: M2
Layer: 29
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [1.962, 0.771, 0.600]
Frob: 2.88
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ffen                          -0.3563     +0.0635     -0.0428
    2  ienn                          -0.3260     +0.0289     +0.0391
    3  的英雄                           -0.3209     -0.0150     +0.0994
    4  integrative                   -0.3158     +0.1411     -0.0042
    5  pc                            +0.3134     -0.0593     +0.0606
    6  铁的                            -0.3114     -0.0292     +0.0776
    7  了回去                           -0.3109     +0.0189     +0.0346
    8  molding                       -0.3103     +0.1099     +0.0350
    9  Mesh                          +0.3069     -0.0226     -0.0136
   10  oule                          +0.3051     +0.3273     -0.1757
   11  全方位的                          -0.3050     +0.1543     -0.0623
   12  ати                           -0.3028     -0.0499     -0.0708
   13  iped                          -0.3027     -0.0965     -0.0479
   14  infrared                      -0.3012     +0.0186     +0.0244
   15  -infrared                     -0.3007     -0.0168     +0.0250
   16  antu                          -0.2998     +0.0956     +0.0271
   17  panic                         +0.2996     -0.0979     +0.0736
   18  증                             -0.2988     +0.1626     -0.1050
   19  imil                          -0.2972     -0.0731     -0.0043
   20  ranes                         -0.2958     -0.0289     +0.0258
   21  中东                            +0.2944     +0.0234     +0.0043
   22  Orth                          -0.2937     -0.0286     -0.0185
   23  帮助企业                          -0.2924     -0.0814     +0.0621
   24  Mesh                          +0.2923     +0.0149     +0.0367
   25  iform                         -0.2922     -0.0403     -0.2330
   26  推移                            +0.2920     -0.1645     +0.0679
   27  OO                            +0.2910     +0.0965     +0.0096
   28  rani                          -0.2904     +0.1971     -0.0428
   29  cot                           -0.2901     +0.0233     -0.1050
   30  geri                          -0.2889     -0.1740     -0.1133
