================================================================================
Model: M1
Layer: 28
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.872, 1.681, 0.995]
Frob: 4.29
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  etu                           +0.3722     -0.0593     +0.0380
    2  尺                             -0.3681     +0.1336     +0.0095
    3  paralle                       +0.3598     -0.1092     -0.0440
    4  mith                          -0.3480     -0.1235     -0.0149
    5  Matters                       -0.3477     +0.0196     +0.0528
    6  readiness                     +0.3467     -0.1322     -0.0889
    7  相对                            +0.3344     -0.1413     +0.0133
    8  Copy                          +0.3341     -0.0749     -0.1488
    9  Merlin                        +0.3329     +0.1186     -0.1629
   10  orth                          -0.3297     -0.0817     -0.0470
   11  iferous                       -0.3285     -0.1088     -0.0804
   12  unheard                       -0.3242     +0.1907     -0.0783
   13  atsch                         -0.3232     -0.0982     -0.0255
   14  -bi                           -0.3230     -0.0892     +0.0869
   15  BCD                           +0.3196     +0.0208     -0.0146
   16  批判                            +0.3151     +0.2321     -0.0268
   17  succ                          +0.3144     -0.0537     -0.0359
   18  AMES                          +0.3127     -0.0557     -0.1135
   19  بال                           -0.3095     -0.0349     -0.0018
   20  Virgin                        -0.3090     +0.0665     +0.0583
   21  ichen                         -0.3087     -0.0052     -0.0513
   22  Bentley                       +0.3059     +0.0426     -0.0053
   23  Treasure                      -0.3048     +0.1131     -0.0181
   24  mis                           -0.3047     -0.0638     -0.0583
   25  Kam                           -0.3022     -0.0840     +0.1584
   26  强弱                            +0.3022     +0.0400     +0.0958
   27  Kam                           -0.3003     -0.1833     +0.1231
   28  substr                        +0.2979     -0.0246     -0.0393
   29  这个话题                          -0.2977     -0.1010     -0.0153
   30  彩色                            +0.2963     +0.1312     -0.0361
