================================================================================
Model: M1
Layer: 32
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  江苏                            +0.1979
    2    128  可持续发展                         -0.1764
    3    128  super                         +0.1759
    4    128  831                           -0.1706
    5    128  现金                            -0.1722
    6    128  清凉                            +0.1629
    7    128  insert                        -0.1669
    8    128  农机                            -0.1726
    9    128  至少                            -0.1627
   10    128  弯                             -0.1728
   11    128  驾                             +0.1669
   12    128  backwards                     +0.1594
   13    128  _re                           -0.1642
   14    128  HJ                            -0.1596
   15    128  logue                         -0.1541
   16    128  zum                           +0.1683
   17    128  consultation                  -0.1580
   18    128  invoked                       -0.1542
   19    128  purple                        +0.1515
   20    128  锅炉                            +0.1618
   21    128  特别                            -0.1518
   22    128  开挖                            -0.1555
   23    128  幸福                            -0.1471
   24    128  谋                             -0.1620
   25    128  }}(                           +0.1519
   26    128  Jeff                          +0.1554
   27    128  por                           +0.1513
   28    128  extra                         +0.1622
   29    128  베                             -0.1468
   30    128  Eternal                       +0.1463
   31    128  GI                            -0.1483
   32    128  破坏                            +0.1506
   33    128  Closed                        +0.1416
   34    128  情景                            +0.1446
   35    128  大风                            +0.1447
   36    127  淬                             -0.1502
   37    127  pelo                          -0.1533
   38    127  摊                             -0.1533
   39    127  圆满                            +0.1457
   40    126  fü                            +0.1435
   41    126  copyright                     +0.1408
   42    125  Years                         +0.1553
   43    125  .delete                       -0.1523
   44    125  床                             +0.1393
   45    124  →→                            +0.1554
   46    123  运作                            +0.1527
   47    119  �                             +0.1546
   48    119  Rud                           +0.1407
   49    117  501                           -0.1741
   50    117  cer                           +0.1628
   51    116  Mil                           +0.1549
   52    116  从不                            +0.1507
   53    115  青春                            +0.1403
   54    112  ────────────────              -0.1415
   55    111  腰                             +0.1470
   56    111  Mug                           -0.1419
   57    111  的非                            +0.1543
   58    111  pela                          +0.1463
   59    110  Br                            +0.1540
   60    110  ﬁ                             -0.1424
