================================================================================
Model: M1
Layer: 43
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  superscript�                  -0.1874
    2    128  }^{                           +0.1854
    3    128  leading                       +0.1737
    4    128  при                           -0.1745
    5    128  Medical                       +0.1758
    6    128  本期                            -0.1744
    7    128  传承                            -0.1793
    8    128  68                            +0.1729
    9    128  bes                           +0.1670
   10    128  При                           -0.1706
   11    128  粗                             -0.1682
   12    128  _ST                           +0.1629
   13    128  Request                       -0.1598
   14    128  Zj                            +0.1603
   15    128  wk                            -0.1682
   16    128  osten                         +0.1599
   17    128  процесс                       +0.1607
   18    128  Ir                            +0.1558
   19    128  甜                             -0.1611
   20    128  nunca                         +0.1546
   21    128  eax                           +0.1550
   22    128  )/(-                          +0.1524
   23    128  Research                      +0.1549
   24    128  для                           +0.1535
   25    128  encryption                    +0.1565
   26    128  全都                            +0.1488
   27    128  Ws                            -0.1513
   28    128  ım                            +0.1484
   29    128  _server                       -0.1498
   30    128  演出                            +0.1475
   31    128  tek                           +0.1452
   32    128  488                           +0.1470
   33    128  了许多                           +0.1463
   34    128  brothers                      +0.1438
   35    128  /go                           +0.1491
   36    128  Ep                            +0.1473
   37    128  099                           -0.1436
   38    128  insomnia                      -0.1409
   39    127  RF                            -0.1614
   40    127  先后                            -0.1685
   41    127  ographic                      +0.1507
   42    127  leading                       -0.1496
   43    127  湖                             -0.1443
   44    127  匀                             -0.1402
   45    127  ►                             -0.1428
   46    127  cater                         -0.1398
   47    126  '][                           +0.1620
   48    126  пре                           +0.1629
   49    126  cre                           +0.1505
   50    126  _PAR                          +0.1538
   51    126  decimals                      +0.1442
   52    126  �                             +0.1534
   53    126  clay                          +0.1439
   54    126  暮                             -0.1415
   55    126  ⑤                             +0.1424
   56    126  →std                          -0.1497
   57    126  Wi                            +0.1404
   58    125  уль                           -0.1450
   59    125  →Node                         -0.1445
   60    125  lish                          +0.1386
