================================================================================
Model: M1
Layer: 9
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.312, 0.513, 0.418]
Frob: 3.84
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  kal                           +0.4096     -0.0039     +0.0243
    2  mouth                         +0.4061     -0.0959     +0.0163
    3  Ì                             -0.3757     +0.0362     +0.1419
    4  fac                           -0.3676     +0.0877     +0.0558
    5  kal                           +0.3639     +0.0668     -0.0197
    6  Ori                           -0.3497     +0.0626     +0.0613
    7  践行                            +0.3450     +0.0443     +0.0769
    8  habitu                        -0.3450     -0.0604     +0.0265
    9  Hab                           -0.3413     -0.0380     +0.0044
   10  Tou                           +0.3399     +0.0998     -0.0323
   11  踐                             +0.3393     -0.0529     +0.0757
   12  交                             -0.3383     +0.1364     -0.0218
   13  ali                           +0.3370     -0.1290     -0.0300
   14  铁的                            +0.3316     +0.1550     -0.0952
   15  foreigners                    +0.3289     -0.0956     +0.1464
   16  和历史                           -0.3288     -0.0870     +0.1014
   17  Kal                           +0.3285     +0.0395     +0.1175
   18  幸存                            +0.3268     -0.0151     +0.0279
   19  Orientation                   -0.3267     +0.0311     +0.0609
   20  之交                            -0.3251     +0.1832     +0.1061
   21  amel                          +0.3235     +0.0377     +0.1891
   22  Sold                          +0.3228     +0.0796     +0.0224
   23  fringe                        +0.3226     +0.0585     -0.0417
   24  idget                         +0.3196     -0.0155     -0.0263
   25  眼的                            +0.3185     +0.0523     +0.0190
   26  远东                            +0.3185     +0.0343     +0.1568
   27  说到这里                          -0.3182     +0.0293     +0.1041
   28  матри                         +0.3171     +0.1783     -0.0316
   29  Cove                          -0.3162     -0.0116     -0.0036
   30  老妈                            -0.3148     -0.0516     +0.1127
