================================================================================
Model: M2
Layer: 38
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Modern                        -0.1830
    2    128  一个人的                          +0.1868
    3    128  proof                         +0.1768
    4    128  camp                          -0.1713
    5    128  _model                        -0.1760
    6    128  �                             -0.1679
    7    128  주                             +0.1649
    8    128  Beg                           -0.1629
    9    128  整顿                            -0.1607
   10    128  dict                          -0.1593
   11    128  �                             +0.1653
   12    128  chasing                       -0.1587
   13    128  梯形                            +0.1559
   14    128  ，(                            +0.1574
   15    128  Clark                         -0.1549
   16    128  collapsed                     -0.1580
   17    128  dict                          +0.1574
   18    128  就需要                           -0.1580
   19    128  odb                           +0.1603
   20    128  526                           -0.1551
   21    128  �                             +0.1491
   22    128  consolidate                   -0.1522
   23    128  武                             +0.1510
   24    128  classify                      -0.1520
   25    128  防腐                            -0.1547
   26    128  configured                    +0.1483
   27    128  ,H                            -0.1473
   28    128  _dict                         +0.1482
   29    128  ご                             +0.1499
   30    128  腐败                            +0.1454
   31    127  absorbed                      +0.1624
   32    127  真菌                            +0.1581
   33    127  Shan                          -0.1585
   34    127  AJ                            +0.1538
   35    127  เ�                            -0.1532
   36    127  367                           +0.1553
   37    127  Hit                           -0.1532
   38    127  Scott                         +0.1542
   39    127  敦煌                            -0.1536
   40    127  iph                           -0.1518
   41    127  磷酸                            -0.1490
   42    127  configure                     -0.1511
   43    126  martial                       -0.1493
   44    125  lı                            -0.1627
   45    125  "'                            -0.1689
   46    125  .label                        -0.1543
   47    125  驚                             +0.1530
   48    123  �                             -0.1475
   49    122  定理                            +0.1490
   50    121  model                         +0.1449
   51    120  容器                            +0.1666
   52    120  Modern                        -0.1511
   53    120  光电                            +0.1468
   54    119  女人的                           -0.1543
   55    118  cube                          +0.1503
   56    118  希                             -0.1460
   57    117  chos                          -0.1516
   58    117  multicultural                 +0.1508
   59    117  eller                         -0.1459
   60    116  wreck                         -0.1562
