================================================================================
Model: M2
Layer: 43
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  \neq                          +0.1847
    2    128  Emergency                     -0.1730
    3    128  Both                          -0.1713
    4    128  Penn                          +0.1668
    5    128  如上                            +0.1757
    6    128  喃喃                            +0.1693
    7    128  Sanders                       -0.1667
    8    128  phys                          -0.1714
    9    128  AI                            -0.1579
   10    128  Coron                         -0.1581
   11    128  ]].                           -0.1563
   12    128  Vancouver                     -0.1615
   13    128  zs                            +0.1510
   14    128  最後                            +0.1542
   15    128  Levi                          +0.1585
   16    128  Seattle                       +0.1523
   17    128  musical                       -0.1564
   18    127  zp                            -0.1726
   19    127  Vermont                       -0.1736
   20    127  北京                            +0.1757
   21    127  Williams                      +0.1590
   22    127  痴                             -0.1595
   23    127  心思                            -0.1558
   24    127  南京                            +0.1582
   25    127  SL                            -0.1608
   26    127  嘴里                            +0.1534
   27    127  双重                            +0.1624
   28    126  }}:                           -0.1705
   29    126  LF                            +0.1510
   30    126  Gould                         +0.1515
   31    126  െ                             +0.1539
   32    126  太阳                            +0.1522
   33    126  Dak                           +0.1571
   34    126  Tig                           -0.1493
   35    126  在全                            +0.1497
   36    126  UW                            -0.1488
   37    126  フ                             +0.1544
   38    126  NZ                            -0.1446
   39    126  报仇                            -0.1521
   40    126  Grid                          +0.1491
   41    125  PV                            -0.1520
   42    125  Barat                         -0.1479
   43    125  各                             +0.1508
   44    124  単                             +0.1491
   45    124  健                             +0.1531
   46    124  ≠                             -0.1632
   47    124  ======                        +0.1542
   48    123  mad                           +0.1553
   49    123  Wiley                         -0.1511
   50    120  Forest                        +0.1586
   51    119  URI                           -0.1512
   52    118  Gl                            +0.1575
   53    117  600                           -0.1494
   54    116  Timothy                       +0.1507
   55    115  以下是                           +0.1502
   56    115  esp                           -0.1503
   57    114  竿                             -0.1514
   58    112  Cant                          +0.1461
   59    112  cock                          -0.1524
   60    110  �                             -0.1439
