================================================================================
Model: M2
Layer: 2
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    120  hom                           +0.3178
    2    119  →p                            -0.2456
    3    119  ))/                           +0.2410
    4    119  }}+\                          +0.2573
    5    119  ，                             -0.2710
    6    119  grep                          +0.2351
    7    119  ،                             -0.2883
    8    119  .querySelector                -0.2413
    9    118  --------------------          +0.2819
   10    117  "<                            -0.2620
   11    117  Cit                           +0.2253
   12    117  Cont                          +0.2272
   13    116  cont                          -0.2668
   14    116  -------------------------...     -0.2538
   15    116  ---------                     +0.2319
   16    115  ----------------              -0.2726
   17    115  ,                             -0.2709
   18    114  ))))                          +0.2269
   19    114  _________________________...     +0.2290
   20    113  -----------------             -0.2897
   21    113  Hom                           +0.2953
   22    111  }}}\                          -0.2910
   23    109  }}-\                          -0.2926
   24    109  ney                           +0.2594
   25    109  ------------------------      +0.2438
   26    108  �                             -0.3578
   27    108  #1                            -0.3926
   28    108  娜                             +0.2658
   29    108  �                             -0.2154
   30    107  }{\                           -0.2450
   31    106  ________________              +0.2490
   32    105  ı                             -0.2305
   33    104  ان                            +0.2203
   34    104  .cl                           -0.2204
   35    103  Examples                      -0.2115
   36    103  synonyms                      +0.2187
   37    102  sem                           -0.2910
   38    102  ury                           -0.2339
   39    102  foundations                   +0.2380
   40    101  "</                           +0.2108
   41     99  ))*                           +0.2265
   42     99  introduction                  +0.2333
   43     98  sizeof                        -0.2202
   44     98  isinstance                    +0.2249
   45     98  Keywords                      -0.2360
   46     97  �                             -0.2605
   47     96  ей                            +0.2424
   48     95  advantages                    +0.2299
   49     94  ن                             -0.2269
   50     94  }}{\                          +0.2502
   51     93  遥                             +0.2104
   52     93  ிய                            -0.2087
   53     93  ))+                           +0.2149
   54     92  Clear                         +0.2403
   55     91  .google                       -0.2038
   56     91  ;↵                            -0.2455
   57     90  ├                             +0.2060
   58     90  �                             -0.2648
   59     90  *************************...     +0.2139
   60     89  pseud                         -0.2454
