================================================================================
Model: M1
Layer: 0
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.231, 1.045, 0.808]
Frob: 4.50
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  Affairs                       -0.4274     +0.0659     +0.0827
    2  iceberg                       +0.3959     +0.0056     -0.0873
    3  Assurance                     -0.3841     -0.0196     -0.1773
    4  affairs                       -0.3760     +0.0529     +0.1066
    5  nar                           -0.3558     +0.1342     -0.2586
    6  uby                           -0.3404     -0.0546     +0.0337
    7  最美                            -0.3368     -0.0470     +0.1350
    8  angk                          +0.3343     +0.0263     -0.1338
    9  ankan                         +0.3332     +0.1485     +0.1354
   10  霸主                            -0.3297     -0.0338     -0.1544
   11  来吧                            -0.3296     +0.0455     -0.0083
   12  Dock                          -0.3294     -0.1512     +0.0406
   13  plies                         -0.3284     -0.0991     -0.0587
   14  Sentence                      +0.3265     -0.0116     -0.0351
   15  Haz                           -0.3249     -0.0838     -0.0453
   16  迟                             -0.3230     -0.0223     -0.0309
   17  Biz                           -0.3222     +0.0285     +0.0033
   18  omp                           -0.3214     +0.0915     -0.0509
   19  Tat                           -0.3214     +0.3107     -0.0329
   20  Biz                           -0.3208     +0.0663     +0.0302
   21  oyle                          +0.3208     +0.0366     +0.0067
   22  透视                            +0.3206     +0.0051     -0.1837
   23  haz                           -0.3196     -0.0923     -0.0983
   24  Holm                          +0.3195     +0.0761     -0.0629
   25  cancellation                  +0.3184     +0.1019     -0.0602
   26  话筒                            +0.3184     +0.0342     +0.0228
   27  柜                             -0.3178     +0.0148     -0.0562
   28  Dew                           -0.3169     +0.0518     -0.0423
   29  慢了                            -0.3164     +0.0792     -0.1467
   30  Sentence                      +0.3164     +0.0428     -0.0644
