================================================================================
Model: M2
Layer: 43
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.425, 1.217, 0.830]
Frob: 3.58
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ->                            +0.5887     -0.3601     +0.2980
    2  -->                           +0.4562     -0.2104     +0.1314
    3  favourite                     +0.4557     -0.3033     -0.0817
    4  precisely                     +0.4510     +0.0451     +0.2013
    5  Favorite                      +0.4419     -0.2677     -0.0780
    6  最喜欢的                          +0.4332     -0.2643     -0.0227
    7  exactly                       +0.4294     -0.0449     +0.2562
    8  formally                      +0.4294     -0.1468     -0.0012
    9  favorite                      +0.4269     -0.3284     -0.0677
   10  informally                    +0.4254     -0.0019     -0.1316
   11  Favorite                      +0.4096     -0.2527     -0.0282
   12  蠢                             -0.3875     -0.0118     +0.0000
   13  Exactly                       +0.3695     +0.0081     +0.1603
   14  你喜欢                           +0.3693     -0.0208     -0.0415
   15  exact                         +0.3688     -0.1301     +0.1041
   16  —                             +0.3639     -0.0611     +0.1062
   17  )->                           +0.3616     -0.3396     +0.1921
   18  685                           -0.3604     +0.0607     +0.0611
   19  ,,,,                          -0.3587     +0.0312     -0.0651
   20  Brief                         +0.3577     -0.0346     +0.0443
   21  \({}_{                        -0.3577     -0.0241     -0.0615
   22  的第                            -0.3576     +0.0830     +0.1361
   23  informal                      +0.3561     -0.0349     -0.1442
   24  ―                             +0.3542     -0.1089     -0.0446
   25  unofficial                    +0.3521     -0.0520     -0.3312
   26  Knock                         -0.3493     -0.1317     +0.0873
   27  086                           -0.3476     +0.1149     +0.0297
   28  \({}_{\                       -0.3472     +0.0480     -0.1215
   29  Exactly                       +0.3464     +0.0516     +0.1180
   30  briefly                       +0.3438     -0.0497     +0.0980
