================================================================================
Model: M2
Layer: 48
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    116  capability                    -0.2057
    2    115  .admin                        -0.1802
    3    115  Leave                         -0.1789
    4    112  �                             +0.1851
    5    112  统筹                            -0.1880
    6    111  �                             +0.1848
    7    110  天才                            -0.1754
    8    110  ------------                  +0.1675
    9    108  找                             +0.1805
   10    108  �                             +0.1740
   11    107  для                           +0.1838
   12    107  Scientific                    +0.1822
   13    107  XY                            +0.1745
   14    106  dishes                        +0.1679
   15    105  Apparatus                     +0.1633
   16    103  Rosenberg                     +0.1915
   17    102  Summary                       +0.1644
   18    100  beings                        -0.1617
   19    100  [:                            +0.1611
   20     99  人工智能                          +0.1694
   21     98  Show                          +0.1685
   22     98  purposes                      -0.1647
   23     98  自身                            +0.1732
   24     98  <=                            -0.1631
   25     96  Depression                    -0.1724
   26     95  UTHOR                         +0.1735
   27     93  все                           +0.1586
   28     92  Aly                           +0.1560
   29     89  阎                             +0.1567
   30     87  roughly                       +0.1550
   31     87  Dong                          -0.1797
   32     86  ,\,                           +0.1583
   33     86  Vol                           +0.1584
   34     84  上官                            +0.1599
   35     83  开展                            +0.1939
   36     83  Share                         +0.1711
   37     82  adequate                      +0.1634
   38     81  �                             -0.1639
   39     81  generation                    -0.1620
   40     81  aI                            -0.1541
   41     80  ভ                             +0.1588
   42     79  constructor                   -0.1589
   43     79  [k                            -0.1532
   44     79  definition                    +0.1504
   45     79  .code                         +0.1526
   46     76  show                          +0.1720
   47     76  therm                         +0.1491
   48     76  迈                             +0.1840
   49     76  Walk                          -0.1560
   50     76  Find                          +0.1572
   51     74  股份有限公司                        +0.1562
   52     73  Joel                          +0.1698
   53     73  追                             +0.1782
   54     73  indefinite                    -0.1732
   55     73  Gong                          +0.1560
   56     73  independence                  -0.1523
   57     72  ost                           +0.1549
   58     72  皇上                            +0.1516
   59     72  Daw                           +0.1534
   60     70  count                         +0.1560
