================================================================================
Model: M3
Layer: 46
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  高效                            +0.2103
    2    128  呵呵                            -0.1904
    3    128  怒                             -0.1860
    4    128  在这                            -0.1779
    5    128  potentially                   +0.1819
    6    128  Incident                      +0.1754
    7    128  ツ                             +0.1713
    8    128  truly                         -0.1737
    9    128  誤                             -0.1723
   10    128  开展                            +0.1669
   11    128  哈哈                            -0.1666
   12    128  给予                            +0.1743
   13    128  Daniel                        -0.1701
   14    128  incident                      +0.1638
   15    128  enlisted                      +0.1637
   16    128  干脆                            -0.1632
   17    128  .getString                    +0.1703
   18    128  parent                        +0.1640
   19    128  scr                           +0.1596
   20    128  using                         -0.1585
   21    128  Daniel                        -0.1594
   22    128  逻辑                            -0.1577
   23    128  对其                            -0.1598
   24    128  拒绝                            +0.1616
   25    128  NBA                           -0.1592
   26    128  417                           -0.1531
   27    128  github                        +0.1529
   28    128  座                             +0.1578
   29    128  ويل                           +0.1542
   30    128  肉                             -0.1547
   31    128  redux                         +0.1617
   32    128  是全                            +0.1493
   33    128  exotic                        -0.1515
   34    128  HashMap                       +0.1558
   35    128  Nam                           -0.1473
   36    128  구                             +0.1467
   37    128  对于那些                          +0.1520
   38    128  dq                            -0.1474
   39    128  了一系列                          -0.1441
   40    128  rok                           -0.1452
   41    128  namespace                     -0.1468
   42    128  还是                            +0.1448
   43    128  096                           -0.1439
   44    128  显得                            -0.1436
   45    128  污染物                           -0.1420
   46    128  哎                             -0.1424
   47    128  同时                            -0.1417
   48    128  Lou                           -0.1406
   49    128  gauche                        -0.1401
   50    128  冰冰                            -0.1406
   51    128  及时                            -0.1416
   52    128  Foster                        +0.1380
   53    127  采用                            +0.1776
   54    127  registered                    -0.1499
   55    127  payroll                       -0.1456
   56    127  Met                           -0.1441
   57    126  arga                          +0.1458
   58    125  所謂                            -0.1496
   59    125  →std                          +0.1600
   60    125  かり                            -0.1434
