================================================================================
Model: M1
Layer: 10
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  n                             +0.2163
    2    128  Rou                           +0.1870
    3    128  c                             +0.1803
    4    128  Friday                        -0.1814
    5    128  990                           +0.1887
    6    128  Coffee                        -0.1737
    7    128  Flower                        +0.1729
    8    128  ロ                             +0.1705
    9    128  gc                            +0.1742
   10    128  一品                            -0.1719
   11    128  rou                           +0.1694
   12    128  檀                             +0.1662
   13    128  rou                           +0.1663
   14    128  Base                          +0.1638
   15    128  航天                            -0.1670
   16    128  近似                            +0.1634
   17    128  DIS                           +0.1633
   18    128  Video                         -0.1616
   19    128  Alice                         -0.1663
   20    128  coffee                        +0.1601
   21    128  存                             +0.1594
   22    128  Paris                         -0.1597
   23    128  Step                          -0.1831
   24    128  Black                         -0.1592
   25    128  cpu                           -0.1577
   26    128  �����                         -0.1582
   27    128  bug                           +0.1538
   28    128  淡淡的                           -0.1553
   29    128  虐                             +0.1571
   30    128  RO                            +0.1530
   31    128  Ronald                        -0.1533
   32    128  义务                            +0.1550
   33    128  QE                            -0.1525
   34    128  ```                           -0.1573
   35    128  Lean                          -0.1518
   36    128  征收                            +0.1506
   37    128  famille                       +0.1514
   38    128  major                         -0.1536
   39    128  multic                        -0.1527
   40    128  Major                         -0.1497
   41    128  Friday                        -0.1524
   42    128  BASE                          -0.1490
   43    128  ns                            +0.1492
   44    128  riz                           +0.1482
   45    128  仕                             -0.1492
   46    128  389                           +0.1702
   47    128  )N                            +0.1469
   48    128  m                             -0.1480
   49    128  cone                          +0.1474
   50    128  QR                            -0.1535
   51    128  .columns                      -0.1548
   52    128  Bott                          -0.1452
   53    128  日常生活                          -0.1535
   54    128  inke                          -0.1448
   55    128  Erik                          -0.1487
   56    128  校对                            -0.1448
   57    128  видео                         -0.1475
   58    128  n                             +0.1571
   59    128  掛                             -0.1437
   60    128  Button                        -0.1442
