================================================================================
Model: M2
Layer: 57
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    114  不怕                            -0.1935
    2    111  attachment                    +0.1888
    3    110  不当                            -0.1979
    4    109  征                             -0.1806
    5    106  cu                            +0.1717
    6    105  Non                           +0.1644
    7    105  -ray                          -0.1702
    8    105  可谓是                           -0.1604
    9    104  .split                        -0.1736
   10    104  Anna                          +0.1668
   11    104  Hi                            -0.1663
   12    104  488                           -0.1642
   13    103  _stream                       +0.1671
   14    103  Talking                       -0.1658
   15    102  daily                         +0.1645
   16    102  �                             +0.1780
   17    101  Вот                           +0.1653
   18    100  Every                         +0.1623
   19    100  亮                             +0.1640
   20     99  嘚                             +0.1788
   21     98  آر                            +0.1610
   22     98  Jeremiah                      +0.1599
   23     97  Visit                         +0.1711
   24     96  ●↵↵                           +0.1528
   25     95  позволяет                     +0.1547
   26     94  我得                            -0.1826
   27     94  После                         -0.1691
   28     94  养                             +0.1584
   29     93  Never                         -0.1576
   30     93  宝石                            -0.1530
   31     92  Nov                           -0.1543
   32     92  Noah                          -0.1527
   33     89  Winter                        -0.1565
   34     87  加快                            +0.1881
   35     87  Never                         +0.1529
   36     87  Di                            +0.1470
   37     87  分为                            +0.1538
   38     84  fits                          -0.1515
   39     84  Bit                           -0.1516
   40     84  Bal                           +0.1570
   41     83  berg                          +0.1617
   42     83  funny                         +0.1588
   43     82  人民政府                          -0.1453
   44     82  Tage                          +0.1508
   45     82  三月                            -0.1439
   46     81  スト                            -0.1512
   47     78  Alice                         +0.1566
   48     78  yeah                          -0.1462
   49     77  .error                        +0.1665
   50     76  604                           +0.1493
   51     76  性状                            -0.1452
   52     74  Ahead                         +0.1466
   53     74  ili                           -0.1532
   54     73  mornings                      -0.1676
   55     73  纺织                            +0.1612
   56     72  竟                             -0.1680
   57     72  �                             -0.1448
   58     71  Monday                        -0.1508
   59     69  registry                      +0.1525
   60     69  主打                            +0.1549
