================================================================================
Model: M2
Layer: 9
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  �                             -0.2750
    2    128  ‑                             +0.2171
    3    128  167                           +0.2002
    4    128  ℓ                             +0.1999
    5    128  delta                         +0.1993
    6    128  Lambda                        +0.2007
    7    128  nabla                         +0.1963
    8    128  糯米                            +0.1951
    9    128  让人                            -0.1915
   10    128  字节                            +0.1893
   11    128  日益                            -0.1899
   12    128  root                          +0.1860
   13    128  curves                        -0.1850
   14    128  EQ                            +0.1873
   15    128  油                             +0.1875
   16    128  Jimmy                         +0.1827
   17    128  Miy                           +0.1833
   18    128  箭                             +0.1821
   19    128  wheat                         +0.1806
   20    128  电力                            -0.1763
   21    128  ray                           -0.1769
   22    128  words                         -0.1772
   23    128  亮度                            -0.1778
   24    128  Statistical                   -0.1750
   25    128  simeq                         +0.1770
   26    128  激光                            +0.1785
   27    128  778                           +0.1745
   28    128  intense                       +0.1735
   29    128  Iterator                      +0.1743
   30    128  qx                            +0.1739
   31    128  Lac                           +0.1757
   32    128  Root                          +0.1715
   33    128  Lambda                        +0.1727
   34    128  Joe                           -0.1705
   35    128  Hence                         +0.1684
   36    128  #98362                        -0.1698
   37    128  warmly                        +0.1666
   38    128  臂                             +0.1667
   39    128  murine                        +0.1646
   40    128  curve                         -0.1670
   41    128  rays                          -0.1664
   42    128  rex                           -0.1646
   43    128  Tribal                        -0.1638
   44    128  日夜                            +0.1656
   45    128  Delta                         +0.1672
   46    128  浪                             -0.1640
   47    128  curl                          +0.1660
   48    128  delta                         +0.1641
   49    128  Loop                          -0.1650
   50    128  compute                       -0.1639
   51    128  北京大学                          +0.1665
   52    128  价款                            +0.1627
   53    128  Imagine                       -0.1613
   54    128  221                           +0.1613
   55    128  Sem                           +0.1606
   56    128  小腿                            -0.1608
   57    128  离子                            +0.1632
   58    128  Mae                           -0.1605
   59    128  身上的                           -0.1608
   60    128  rt                            +0.1585
