================================================================================
Model: M3
Layer: 44
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.970, 1.884, 1.123]
Frob: 5.12
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  #1                            +0.5196     -0.2401     -0.0786
    2  舞                             +0.3968     -0.0060     +0.0390
    3  073                           +0.3907     -0.0636     +0.0745
    4  在他的                           +0.3900     +0.0174     +0.0213
    5  pref                          +0.3865     -0.1935     -0.1707
    6  sever                         -0.3843     -0.0839     +0.0600
    7  shortness                     -0.3835     -0.0259     +0.0763
    8  Sever                         -0.3771     -0.1125     +0.0699
    9  563                           +0.3754     +0.0163     +0.0349
   10  758                           +0.3714     -0.0198     -0.0135
   11  shortest                      -0.3711     +0.0090     -0.0639
   12  Practical                     -0.3627     -0.1333     -0.0219
   13  在他                            +0.3612     -0.0291     -0.0394
   14  543                           +0.3582     +0.0847     +0.0123
   15  Software                      -0.3581     -0.0251     -0.2211
   16  在大                            +0.3570     -0.0732     +0.0822
   17  Practical                     -0.3543     -0.2116     +0.0228
   18  663                           +0.3541     +0.0932     +0.0028
   19  echoed                        +0.3534     +0.1231     -0.0524
   20  459                           +0.3521     -0.0079     +0.0977
   21  REF                           +0.3517     -0.4744     +1.0163
   22  063                           +0.3508     +0.0430     +0.0536
   23  Sever                         -0.3498     -0.1046     +0.0709
   24  保质                            -0.3459     -0.0070     -0.0657
   25  545                           +0.3457     +0.1518     -0.0493
   26  洪                             +0.3455     +0.0307     -0.0461
   27  Daily                         -0.3436     -0.0041     +0.1238
   28  最短                            -0.3434     +0.1281     -0.1863
   29  urg                           -0.3434     +0.1485     -0.1299
   30  重要性                           -0.3427     +0.1287     +0.0335
