================================================================================
Model: M3
Layer: 32
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.788, 2.005, 1.395]
Frob: 5.56
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  unrelated                     -0.3778     -0.0989     -0.1222
    2  randomness                    -0.3533     -0.1100     +0.1045
    3  originates                    -0.3456     -0.1736     -0.0662
    4  origins                       -0.3430     -0.0961     -0.0946
    5  hed                           +0.3401     -0.0154     +0.0803
    6  adda                          -0.3377     +0.0572     -0.0070
    7  Osm                           -0.3347     +0.0036     -0.0632
    8  �                             +0.3346     -0.1183     -0.1935
    9  beta                          -0.3336     -0.1165     +0.1335
   10  fake                          -0.3298     -0.0199     +0.0243
   11  osmosis                       -0.3294     +0.0579     -0.0737
   12  originate                     -0.3287     -0.1399     -0.0789
   13  \_                            -0.3278     -0.0112     -0.0076
   14  😂                             -0.3269     -0.1105     +0.0571
   15  randomly                      -0.3262     +0.0875     +0.0407
   16  aldi                          -0.3242     +0.1584     +0.0428
   17  beta                          -0.3234     -0.0347     +0.1714
   18  lump                          +0.3199     -0.0506     -0.0718
   19  Eff                           -0.3198     -0.1390     -0.0301
   20  egin                          +0.3192     -0.1823     -0.0874
   21  occurring                     -0.3185     -0.1939     -0.0151
   22  fucking                       -0.3179     +0.0988     +0.0109
   23  起源                            -0.3172     -0.1351     -0.1059
   24  Mut                           -0.3158     +0.0607     +0.1494
   25  Wise                          +0.3145     -0.1564     -0.0550
   26  疯狂的                           -0.3145     -0.0931     -0.0290
   27  crashing                      -0.3144     +0.0088     +0.0363
   28  mutations                     -0.3128     -0.0688     +0.1235
   29  feat                          -0.3125     +0.0424     -0.0082
   30  Silk                          +0.3124     -0.0191     +0.0502
