================================================================================
Model: M1
Layer: 29
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.172, 1.473, 1.216]
Frob: 3.91
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  456                           -0.4359     +0.0066     +0.0889
    2  edd                           -0.4316     -0.1474     +0.0072
    3  leverage                      +0.4055     +0.2022     -0.0094
    4  412                           -0.3916     -0.1234     +0.1325
    5  Dry                           -0.3759     -0.0278     +0.0645
    6  547                           -0.3758     -0.1534     +0.0666
    7  429                           -0.3750     -0.1294     +0.1791
    8  ede                           -0.3723     -0.1938     -0.1161
    9  536                           -0.3704     -0.1543     +0.0691
   10  563                           -0.3676     -0.0189     +0.0150
   11  mog                           -0.3674     -0.0611     -0.0520
   12  edes                          -0.3623     -0.0665     +0.0131
   13  mia                           -0.3619     -0.0299     +0.0364
   14  izia                          -0.3571     -0.0189     -0.0323
   15  abeth                         -0.3534     +0.0361     -0.0970
   16  630                           -0.3529     +0.0118     +0.0525
   17  alta                          -0.3518     -0.0547     +0.1135
   18  453                           -0.3511     -0.0863     -0.0143
   19  laundry                       -0.3495     +0.0402     -0.1502
   20  complement                    +0.3495     +0.1507     -0.0654
   21  443                           -0.3494     -0.1277     +0.0802
   22  458                           -0.3487     -0.0762     +0.2126
   23  ophe                          -0.3482     -0.0942     +0.1282
   24  是一名                           -0.3479     +0.0808     +0.0187
   25  457                           -0.3468     -0.0820     +0.1197
   26  455                           -0.3458     -0.0946     +0.1614
   27  647                           -0.3456     -0.0852     -0.0130
   28  dry                           -0.3452     -0.0712     +0.1181
   29  048                           -0.3452     -0.0757     +0.1657
   30  546                           -0.3450     -0.1350     +0.1332
