================================================================================
Model: M2
Layer: 32
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  mbox                          +0.1950
    2    128  щ                             +0.1843
    3    128  mk                            -0.1902
    4    128  Rut                           +0.1781
    5    128  二级                            +0.1740
    6    128  気                             -0.1700
    7    128  мол                           -0.1710
    8    128  فر                            -0.1683
    9    128  tj                            -0.1644
   10    128  XX                            -0.1630
   11    128  喉                             +0.1640
   12    128  Utils                         -0.1646
   13    128  Elephant                      +0.1600
   14    128  近期                            +0.1620
   15    128  jj                            +0.1608
   16    128  sk                            +0.1579
   17    128  722                           +0.1648
   18    128  封建                            -0.1574
   19    128  *=                            -0.1588
   20    128  login                         -0.1563
   21    128  Bain                          -0.1556
   22    128  Java                          -0.1547
   23    128  少数                            +0.1545
   24    128  不尽                            +0.1513
   25    128  讓人                            +0.1558
   26    128  oprop                         -0.1536
   27    128  的应用                           -0.1516
   28    128  involving                     -0.1544
   29    128  ryst                          -0.1558
   30    128  ut                            +0.1575
   31    128  来自于                           +0.1513
   32    128  к                             -0.1533
   33    128  Gil                           -0.1481
   34    128  咱                             +0.1502
   35    128  "@/                           +0.1494
   36    128  का                            +0.1481
   37    128  ucking                        -0.1477
   38    128  Jane                          +0.1477
   39    128  glass                         -0.1485
   40    128  保安                            -0.1522
   41    128  审美                            -0.1473
   42    128  sj                            -0.1471
   43    128  Showing                       +0.1495
   44    128  822                           +0.1492
   45    128  utama                         -0.1441
   46    128  absurd                        -0.1426
   47    128  Choosing                      -0.1495
   48    128  adm                           +0.1444
   49    128  rust                          -0.1448
   50    128  experiencing                  +0.1440
   51    128  labour                        -0.1464
   52    128  диа                           +0.1410
   53    128  rude                          -0.1437
   54    128  Multiple                      +0.1529
   55    128  锋                             -0.1437
   56    128  物理                            +0.1418
   57    128  作用于                           +0.1412
   58    128  Webb                          +0.1426
   59    128  על                            -0.1419
   60    128  ের                            +0.1427
