================================================================================
Model: M1
Layer: 31
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.300, 1.398, 0.971]
Frob: 4.46
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  和法律                           +0.3908     +0.1631     -0.0039
    2  lin                           -0.3610     +0.0241     +0.0620
    3  较强的                           +0.3587     +0.0036     -0.0755
    4  和生产                           +0.3520     +0.1182     +0.0336
    5  LICENSE                       +0.3486     -0.0514     -0.0760
    6  席位                            +0.3474     +0.0125     -0.0055
    7  survivor                      +0.3450     -0.0721     -0.0506
    8  COR                           +0.3409     -0.1202     -0.0177
    9  和精神                           +0.3393     -0.0560     +0.1003
   10  clot                          -0.3392     -0.1223     +0.0082
   11  课时                            +0.3359     -0.1397     -0.1528
   12  licenses                      +0.3273     +0.0489     -0.1424
   13  understandable                +0.3270     -0.0181     -0.0778
   14  licensed                      +0.3233     +0.1243     -0.1386
   15  gins                          -0.3233     -0.0100     -0.1018
   16  isch                          -0.3224     +0.0105     -0.0826
   17  COR                           +0.3215     -0.0675     -0.0640
   18  License                       +0.3187     +0.0108     -0.1044
   19  较强                            +0.3133     -0.0551     +0.0295
   20  NATIONAL                      +0.3122     -0.0057     +0.1592
   21  tod                           -0.3118     +0.1010     +0.0397
   22  swim                          -0.3110     -0.0697     -0.1007
   23  unar                          -0.3098     +0.0656     -0.1636
   24  grids                         -0.3069     -0.0878     -0.0032
   25  Surviv                        +0.3054     -0.0755     -0.0375
   26  .identifier                   +0.3024     +0.0160     +0.0455
   27  IDE                           +0.3021     +0.0316     -0.0749
   28  .pi                           +0.3008     -0.0862     +0.1693
   29  和政治                           +0.2990     +0.0155     +0.2000
   30  incom                         +0.2989     -0.0494     -0.1286
