================================================================================
Model: M1
Layer: 11
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  ~                             +0.3091
    2    128  .O                            -0.2593
    3    128  Step                          +0.2248
    4    128  OO                            +0.2192
    5    128  (~                            -0.2220
    6    128  Ol                            +0.2105
    7    128  889                           -0.1938
    8    128  amon                          -0.1810
    9    128  Die                           +0.1863
   10    128  拒                             +0.1801
   11    128  targets                       +0.1864
   12    128  GV                            -0.1917
   13    128  Access                        -0.1833
   14    128  {~                            +0.1804
   15    128  ,O                            -0.1770
   16    128  utilities                     +0.1791
   17    128  currently                     +0.1776
   18    128  全程                            -0.1779
   19    128  ><                            +0.1711
   20    128  ½                             -0.1754
   21    128  每个                            -0.1800
   22    128  租赁                            -0.1749
   23    128  无关                            +0.1606
   24    128  峰值                            -0.1736
   25    128  \big                          -0.1678
   26    128  所需的                           +0.1636
   27    127  腾讯                            +0.1927
   28    127  �                             -0.1799
   29    127  二叉树                           -0.1719
   30    127  售                             -0.1724
   31    127  Don                           -0.1750
   32    127  完全                            -0.1655
   33    127  Vista                         +0.1644
   34    127  presumed                      -0.1705
   35    127  北                             -0.1595
   36    127  最初                            -0.1644
   37    127  allocated                     +0.1701
   38    127  FV                            -0.1622
   39    127  television                    -0.1626
   40    127  .un                           -0.1597
   41    127  []↵                           +0.1587
   42    125  Ж                             -0.1630
   43    125  initially                     -0.1657
   44    124  ++;↵                          +0.1723
   45    124  レ                             +0.1571
   46    123  销售                            +0.1576
   47    122  र्�                           +0.1573
   48    122  ∼                             +0.1541
   49    122  Со                            -0.1531
   50    122  infrastructure                +0.1519
   51    121  拜                             -0.1859
   52    121  103                           +0.1800
   53    121  〜                             +0.1573
   54    118  �                             +0.1597
   55    116  两人                            +0.1519
   56    116  /\                            -0.1642
   57    115  图为                            -0.1660
   58    115  三人                            +0.1526
   59    115  富                             -0.1541
   60    114  deep                          -0.1614
