================================================================================
Model: M2
Layer: 19
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Zo                            +0.2016
    2    128  \                             +0.1885
    3    128  unf                           +0.1766
    4    128  UF                            -0.1766
    5    128  VN                            +0.1690
    6    128  803                           +0.1698
    7    128  Mun                           -0.1715
    8    128  uncon                         +0.1664
    9    128  以前                            +0.1582
   10    128  你是                            -0.1599
   11    128  磨                             -0.1549
   12    128  값을                            +0.1561
   13    128  unst                          -0.1562
   14    128  571                           +0.1582
   15    128  Def                           +0.1563
   16    128  裔                             +0.1573
   17    128  _sum                          -0.1565
   18    128  雞                             +0.1564
   19    128  benign                        +0.1528
   20    128  exh                           +0.1516
   21    128  SPI                           +0.1522
   22    128  ../../                        -0.1509
   23    128  Methodist                     -0.1501
   24    128  (!                            +0.1509
   25    128  和质量                           -0.1495
   26    128  QP                            -0.1503
   27    128  我們                            -0.1499
   28    128  QF                            -0.1492
   29    128  unw                           -0.1493
   30    128  tri                           +0.1505
   31    128  id                            +0.1460
   32    128  .query                        +0.1477
   33    128  다음                            +0.1472
   34    128  RF                            -0.1467
   35    128  Modified                      -0.1483
   36    128  先进                            -0.1471
   37    128  geographic                    -0.1485
   38    128  Mozambique                    +0.1450
   39    128  MF                            -0.1466
   40    128  argparse                      -0.1472
   41    128  587                           +0.1446
   42    128  516                           -0.1452
   43    128  UF                            +0.1455
   44    128  unst                          -0.1432
   45    128  ../                           -0.1449
   46    128  _KEY                          -0.1459
   47    128  margin                        +0.1433
   48    128  ذ                             -0.1423
   49    128  овый                          -0.1424
   50    128  multip                        -0.1432
   51    128  enger                         +0.1449
   52    128  mount                         +0.1461
   53    128  RE                            -0.1425
   54    128  襄                             +0.1438
   55    128  mun                           -0.1433
   56    128  components                    -0.1422
   57    128  ‑                             -0.1403
   58    128  urface                        +0.1425
   59    128  Zu                            +0.1428
   60    128  wx                            -0.1410
