================================================================================
Model: M1
Layer: 32
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.644, 1.563, 1.006]
Frob: 4.06
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  kemb                          -0.3596     +0.0742     -0.0043
    2  twice                         +0.3577     -0.1211     -0.0074
    3  polis                         -0.3455     +0.0051     -0.1680
    4  enlarge                       -0.3444     -0.1215     -0.0702
    5  enlarg                        -0.3372     -0.0196     -0.0662
    6  clot                          -0.3372     +0.0219     +0.0300
    7  向北                            +0.3333     -0.1210     -0.0339
    8  empt                          +0.3333     -0.0012     -0.1337
    9  unga                          -0.3306     +0.0565     -0.0154
   10  这个名字                          +0.3294     -0.1231     -0.0046
   11  egin                          -0.3280     +0.0651     -0.1105
   12  ozo                           -0.3224     -0.0811     -0.1197
   13  вя                            -0.3209     +0.0553     -0.0464
   14  Mish                          -0.3177     -0.0293     +0.0020
   15  和法律                           +0.3177     -0.0687     +0.1815
   16  精英                            -0.3176     +0.0784     +0.0647
   17  fast                          -0.3174     +0.1235     +0.0054
   18  Gai                           +0.3169     +0.0072     +0.0740
   19  beloved                       +0.3167     +0.1140     -0.0150
   20  qt                            -0.3145     +0.0378     -0.0002
   21  Registry                      +0.3145     +0.0486     -0.0354
   22  perfect                       +0.3143     -0.0222     -0.0144
   23  izio                          -0.3143     +0.0983     -0.0665
   24  Tyler                         -0.3142     -0.0424     +0.0966
   25  positions                     +0.3128     -0.0267     -0.0054
   26  licensed                      +0.3121     +0.0122     +0.0305
   27  movement                      +0.3120     -0.0990     +0.0408
   28  式为                            -0.3118     -0.0087     -0.0785
   29  positioned                    +0.3107     -0.1973     +0.0081
   30  ZT                            -0.3100     -0.0016     +0.1030
