================================================================================
Model: M3
Layer: 39
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [5.295, 2.120, 1.431]
Frob: 6.72
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  hurdles                       -0.4411     +0.0706     -0.0203
    2  shifts                        -0.4123     +0.0340     -0.0627
    3  hurdle                        -0.3853     +0.1087     +0.1506
    4  poz                           -0.3661     -0.1066     -0.1675
    5  线上线下                          +0.3652     -0.0709     -0.0796
    6  的方法是                          +0.3619     +0.0249     -0.0399
    7  attacks                       -0.3586     -0.0526     -0.1800
    8  spends                        -0.3522     +0.0558     -0.0868
    9  anze                          -0.3497     -0.1193     -0.0117
   10  ibt                           -0.3490     -0.0078     -0.1966
   11  Brands                        +0.3465     +0.0976     -0.0023
   12  communal                      +0.3465     -0.1633     +0.0443
   13  incomprehens                  +0.3463     -0.1181     +0.0157
   14  ieke                          -0.3463     +0.0621     -0.0321
   15  -process                      +0.3451     +0.0099     +0.0414
   16  stressors                     -0.3449     +0.0579     -0.0030
   17  abo                           -0.3413     +0.1241     -0.0461
   18  improvements                  -0.3379     -0.0075     -0.0993
   19  Attacks                       -0.3312     +0.0428     -0.1174
   20  aber                          -0.3309     +0.0046     +0.1119
   21  Surveillance                  -0.3284     +0.0709     -0.0914
   22  Attributes                    -0.3269     -0.0123     -0.0643
   23  obstacles                     -0.3256     +0.0342     +0.0288
   24  ofa                           -0.3252     -0.0208     -0.1254
   25  处理和                           +0.3252     +0.0631     -0.0147
   26  CRE                           -0.3243     +0.0182     -0.0421
   27  forfe                         -0.3239     +0.0304     -0.0390
   28  x                             -0.3233     +0.0624     -0.0508
   29  Serial                        -0.3206     +0.0684     +0.0300
   30  bi                            -0.3201     -0.1012     +0.1473
