================================================================================
Model: M3
Layer: 58
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.388, 1.914, 1.560]
Frob: 5.50
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  #1                            +0.8853     -0.3600     +0.4554
    2  FOR                           +0.7239     +0.1859     -0.4807
    3  REF                           +0.6899     +0.4024     +0.2323
    4  FOR                           +0.6790     +0.1201     -0.5321
    5  fixation                      +0.6606     -0.0176     -0.2007
    6  obs                           +0.5339     +0.1692     -0.0833
    7  固定                            +0.4973     -0.0754     -0.0834
    8  Fix                           +0.4928     -0.1850     -0.0923
    9  fix                           +0.4837     -0.2232     -0.1510
   10  fixing                        +0.4819     -0.0584     -0.0324
   11  Fix                           +0.4750     -0.1947     -0.1375
   12  fix                           +0.4718     -0.3094     -0.1580
   13  固定的                           +0.4701     -0.0529     -0.0721
   14  obs                           +0.4674     +0.2145     -0.0882
   15  手套                            +0.4295     -0.1182     +0.0260
   16  固定在                           +0.4263     +0.0024     -0.0174
   17  -renew                        -0.4083     -0.1301     -0.1555
   18  Floating                      -0.3954     +0.2380     -0.0292
   19  comb                          +0.3942     +0.2327     +0.1127
   20  gloves                        +0.3909     -0.1081     +0.0092
   21  Renew                         -0.3908     -0.3210     -0.1996
   22  enz                           +0.3899     +0.0105     +0.0295
   23  origins                       +0.3887     +0.1698     -0.2051
   24  catch                         +0.3879     +0.1068     -0.1632
   25  设立                            +0.3871     -0.0397     +0.1273
   26  设定                            +0.3854     -0.0569     +0.1527
   27  agg                           +0.3720     +0.2111     -0.0081
   28  forming                       +0.3718     +0.1427     -0.0281
   29  for                           +0.3696     -0.0196     -0.3106
   30  漂浮                            -0.3690     +0.1093     -0.0242
