================================================================================
Model: M1
Layer: 28
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Medium                        -0.1934
    2    128  Sport                         -0.1999
    3    128  '../                          +0.2005
    4    128  eee                           -0.1793
    5    128  Doc                           +0.1696
    6    128  Hor                           -0.1731
    7    128  ánt                           -0.1718
    8    128  當然                            -0.1660
    9    128  }}_{                          +0.1674
   10    128  QF                            +0.1684
   11    128  真正                            +0.1658
   12    128  在人                            -0.1593
   13    128  极                             +0.1587
   14    128  WF                            -0.1647
   15    128  两种                            +0.1546
   16    128  .Common                       -0.1611
   17    128  田野                            +0.1553
   18    128  各种                            -0.1524
   19    128  üt                            +0.1570
   20    128  守                             -0.1523
   21    128  ,↵                            -0.1562
   22    128  SN                            +0.1523
   23    128  normalmente                   +0.1504
   24    128  Normal                        -0.1511
   25    128  }e                            -0.1499
   26    128  ọn                            +0.1505
   27    128  837                           -0.1573
   28    128  Sport                         -0.1551
   29    128  }|\                           -0.1505
   30    128  "../../                       +0.1637
   31    128  instantly                     -0.1481
   32    128  突出                            -0.1472
   33    128  renowned                      -0.1455
   34    128  Json                          +0.1514
   35    128  Ali                           -0.1457
   36    128  Pill                          +0.1528
   37    128  Dale                          -0.1431
   38    128  {};↵                          -0.1509
   39    128  Northern                      +0.1422
   40    128  客户                            -0.1484
   41    128  人家                            -0.1442
   42    128  ា�                            -0.1450
   43    128  营销                            +0.1500
   44    128  averages                      +0.1409
   45    128  .View                         -0.1428
   46    128  真心                            -0.1483
   47    128  神色                            -0.1484
   48    128  平衡                            +0.1500
   49    128  Kl                            +0.1478
   50    128  戦                             +0.1409
   51    128  convenience                   -0.1408
   52    128  Pur                           +0.1442
   53    128  average                       +0.1423
   54    128  обще                          +0.1387
   55    128  Spr                           +0.1422
   56    128  XI                            -0.1441
   57    127  HC                            -0.1482
   58    127  黑白                            +0.1416
   59    127  230                           +0.1374
   60    126  moderate                      -0.1454
