================================================================================
Model: M3
Layer: 28
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.211, 1.936, 1.766]
Frob: 5.29
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  -compliance                   -0.4402     -0.0126     +0.0730
    2  为了保护                          -0.3816     +0.0557     +0.0035
    3  compliance                    -0.3766     +0.0378     +0.1160
    4  syn                           -0.3738     +0.1213     +0.0186
    5  uwen                          -0.3620     -0.2381     +0.0642
    6  Friendly                      +0.3553     +0.0328     +0.0213
    7  umar                          -0.3487     +0.0816     +0.0034
    8  uker                          -0.3473     -0.1828     -0.1145
    9  -ag                           -0.3454     -0.0173     -0.0033
   10  XL                            +0.3454     -0.0546     -0.0684
   11  来吧                            -0.3371     +0.0702     -0.0527
   12  pull                          -0.3358     -0.1510     -0.0697
   13  سان                           -0.3342     -0.0425     +0.0846
   14  rito                          +0.3337     +0.0237     -0.0466
   15  CMA                           -0.3332     +0.0785     +0.0191
   16  CLA                           -0.3328     +0.1235     -0.1647
   17  XY                            +0.3285     +0.1181     -0.0752
   18  equil                         -0.3283     +0.2321     -0.0028
   19  abide                         -0.3266     -0.0315     +0.0443
   20  Regulations                   -0.3262     +0.0795     -0.0354
   21  ijd                           -0.3225     -0.0214     -0.0601
   22  umper                         -0.3200     -0.0921     -0.0184
   23  忠于                            -0.3195     -0.0445     +0.0934
   24  与国际                           -0.3170     +0.0399     +0.0711
   25  俨                             -0.3143     +0.0104     +0.0199
   26  uas                           -0.3076     +0.0367     -0.0848
   27  与现代                           -0.3062     +0.0802     +0.1545
   28  XL                            +0.3049     -0.0407     -0.0729
   29  sync                          -0.3041     +0.0751     -0.0608
   30  izm                           -0.3036     -0.1070     +0.0306
