================================================================================
Model: M1
Layer: 12
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.128, 1.854, 1.104]
Frob: 5.18
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  eman                          +0.3980     -0.0777     +0.1569
    2  vek                           +0.3948     -0.1836     -0.0472
    3  级以上                           -0.3930     +0.0772     +0.0603
    4  的点                            +0.3856     -0.0599     +0.1223
    5  Port                          -0.3647     +0.0650     +0.0685
    6  步履                            -0.3578     -0.1683     +0.0341
    7  port                          -0.3569     +0.0065     +0.0090
    8  Straw                         +0.3467     +0.0051     -0.2056
    9  ugu                           +0.3437     -0.0065     -0.1032
   10  presum                        -0.3397     -0.0197     +0.0018
   11  ksen                          +0.3387     +0.0114     -0.0673
   12  Colors                        +0.3365     -0.0616     +0.1057
   13  blows                         +0.3346     -0.0719     -0.1183
   14  PA                            -0.3319     -0.0648     +0.0752
   15  两端                            +0.3317     +0.2239     -0.0613
   16  绅                             -0.3302     +0.0500     +0.0745
   17  bite                          +0.3274     +0.0964     -0.0010
   18  咬                             +0.3269     -0.0446     +0.0812
   19  eds                           +0.3253     +0.0134     +0.0473
   20  可行性                           +0.3219     -0.0435     -0.0605
   21  gua                           +0.3213     +0.0711     +0.0678
   22  Hab                           -0.3213     +0.1637     -0.0053
   23  掏出                            -0.3198     +0.0850     -0.0404
   24  zem                           +0.3198     -0.0328     -0.0626
   25  河边                            +0.3197     +0.0071     -0.0287
   26  ాలు                           +0.3196     -0.0699     -0.1482
   27  sof                           +0.3189     -0.2161     +0.0435
   28  подс                          +0.3184     -0.0254     +0.0805
   29  zeros                         +0.3184     +0.0202     +0.1416
   30  iry                           +0.3181     -0.0777     +0.0702
