================================================================================
Model: M2
Layer: 58
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.384, 1.172, 0.479]
Frob: 3.06
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ‑                             +0.9164     +0.5172     +0.1628
    2  ->                            +0.5048     +0.6787     -0.1861
    3  conversions                   +0.4963     +0.3749     -0.2269
    4  formal                        -0.4656     +0.1351     +0.2903
    5  Formal                        -0.4640     +0.1053     +0.4333
    6  compact                       +0.4473     +0.4772     +0.1540
    7  ->                            +0.4439     +0.6170     -0.1529
    8  conversion                    +0.4299     +0.2643     -0.2095
    9  formal                        -0.4238     +0.1629     +0.3260
   10  Conversions                   +0.4219     +0.2333     -0.1498
   11  ident                         +0.4099     +0.0331     -0.0648
   12  ),                            +0.4031     +0.0251     -0.0163
   13  converted                     +0.4031     +0.2756     -0.0093
   14  Exponent                      -0.3933     -0.1344     +0.0013
   15  ident                         +0.3928     +0.1563     -0.0096
   16  upcoming                      +0.3921     -0.0297     -0.0346
   17  Logarithm                     -0.3862     -0.0367     -0.0198
   18  ),↵                           +0.3859     -0.0559     +0.0722
   19  )->                           +0.3856     +0.4520     -0.0370
   20  sol                           -0.3807     +0.0763     -0.0178
   21  —                             +0.3785     +0.4126     +0.0235
   22  modern                        +0.3764     +0.0637     -0.2049
   23  Convert                       +0.3760     +0.1978     -0.0828
   24  route                         +0.3744     +0.1354     -0.0217
   25  -depth                        +0.3715     -0.0005     -0.0319
   26  ).                            +0.3713     -0.0924     +0.1124
   27  –                             +0.3704     +0.1977     -0.0003
   28  #1                            +0.3696     +0.2445     -0.2208
   29  -                             +0.3692     +0.1843     +0.1018
   30  produced                      +0.3688     -0.0429     +0.0858
