================================================================================
Model: M1
Layer: 35
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  般的                            +0.1805
    2    128  的一般                           -0.1777
    3    128  가                             +0.1725
    4    128  一般                            -0.1667
    5    128  蛮                             -0.1684
    6    128  Finance                       -0.1633
    7    128  人们                            +0.1649
    8    128  葡萄酒                           +0.1596
    9    128  同上                            -0.1613
   10    128  #124189                       -0.1584
   11    128  Shim                          -0.1604
   12    128  somewhat                      +0.1583
   13    128  Connections                   -0.1572
   14    128  english                       +0.1575
   15    128  Nap                           +0.1568
   16    128  崩溃                            -0.1556
   17    128  般                             +0.1539
   18    128  additive                      -0.1530
   19    128  impress                       +0.1554
   20    128  一种是                           +0.1510
   21    128  猛                             +0.1510
   22    128  )*(                           -0.1515
   23    128  形式                            -0.1498
   24    128  ssh                           -0.1485
   25    128  进程                            +0.1502
   26    128  дли                           -0.1498
   27    128  松散                            +0.1482
   28    128  私有                            -0.1456
   29    128  延                             -0.1460
   30    128  甲醇                            +0.1478
   31    128  sub                           +0.1466
   32    128  刚性                            -0.1463
   33    128  ）.                            +0.1456
   34    128  高手                            -0.1465
   35    128  perhaps                       +0.1481
   36    128  ptr                           -0.1454
   37    128  already                       +0.1437
   38    128  weak                          +0.1473
   39    128  never                         -0.1457
   40    128  增设                            +0.1487
   41    128  相连                            -0.1459
   42    128  _logic                        -0.1451
   43    128  strands                       -0.1449
   44    128  gl                            +0.1440
   45    128  joins                         -0.1435
   46    128  蠻                             +0.1436
   47    128  拙                             +0.1443
   48    128  activ                         +0.1423
   49    128  periods                       -0.1420
   50    128  Args                          +0.1421
   51    128  形状                            +0.1423
   52    128  基本                            -0.1451
   53    128  公办                            -0.1405
   54    128  忍不住                           -0.1433
   55    128  堪比                            -0.1418
   56    128  放宽                            +0.1435
   57    128  clinical                      -0.1403
   58    128  浸                             +0.1415
   59    128  User                          -0.1414
   60    128  banquet                       +0.1432
