================================================================================
Model: M2
Layer: 46
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.474, 0.774, 0.515]
Frob: 3.43
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  nested                        +0.4757     -0.0069     -0.2368
    2  芸                             -0.3814     +0.0223     +0.0234
    3  ->                            +0.3785     -0.5994     +0.1825
    4  ‑                             +0.3752     +0.0184     -0.0168
    5  嵌套                            +0.3690     -0.0389     -0.1052
    6  favorite                      +0.3641     -0.8083     +0.2765
    7  realization                   +0.3602     +0.0122     +0.0572
    8  ys                            -0.3544     -0.0020     +0.1019
    9  你喜欢                           +0.3532     -0.3578     +0.1983
   10  sits                          +0.3499     +0.0328     -0.0761
   11  →                             +0.3494     -0.3699     +0.1462
   12  preference                    +0.3408     -0.1915     +0.1827
   13  realize                       +0.3401     +0.1132     -0.0691
   14  lj                            -0.3391     -0.0386     +0.0094
   15  Hyde                          +0.3379     +0.0654     -0.0702
   16  Hy                            +0.3372     -0.0439     +0.0968
   17  sit                           +0.3357     +0.0579     -0.1263
   18  其中包括                          -0.3345     -0.0245     -0.0501
   19  Hy                            +0.3336     -0.0141     +0.0901
   20  sers                          -0.3314     +0.0220     +0.0670
   21  sol                           -0.3309     +0.1361     +0.0016
   22  conject                       -0.3268     +0.0451     +0.1211
   23  hy                            +0.3248     +0.0618     +0.1557
   24  spl                           +0.3242     +0.0321     +0.2031
   25  启蒙                            -0.3213     -0.0129     +0.0588
   26  多重                            +0.3193     +0.1055     +0.0890
   27  nesting                       +0.3190     +0.0123     -0.0832
   28  SUM                           -0.3176     +0.0318     +0.1099
   29  -\(\                          -0.3176     -0.0499     +0.0428
   30  hop                           -0.3137     +0.0962     +0.0305
