================================================================================
Model: M2
Layer: 34
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.731, 0.598, 0.522]
Frob: 3.47
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  pinch                         +0.3956     -0.0653     -0.0436
    2  hti                           -0.3287     +0.0164     -0.1423
    3  eless                         -0.3270     -0.0200     +0.1223
    4  这是由于                          -0.3237     +0.0364     +0.0049
    5  relevant                      +0.3236     -0.0157     -0.0103
    6  rigorously                    +0.3219     +0.0361     +0.1310
    7  checklist                     +0.3205     +0.1192     +0.2122
    8  的英雄                           -0.3199     -0.1062     -0.0308
    9  bord                          -0.3152     -0.0860     +0.1005
   10  prosecuted                    +0.3122     -0.1080     +0.1115
   11  Browne                        -0.3107     +0.0788     +0.1437
   12  本条                            +0.3080     +0.0166     +0.0070
   13  Meal                          +0.3047     -0.1510     -0.1064
   14  三级                            -0.3043     -0.0090     +0.1015
   15  alal                          -0.3040     -0.0165     -0.0099
   16  早点                            +0.3033     -0.0309     -0.1076
   17  代号                            +0.3028     -0.0636     -0.0242
   18  ~~↵↵                          -0.3028     +0.0272     +0.0804
   19  pred                          -0.3024     -0.0598     -0.0870
   20  alah                          -0.3005     -0.0963     +0.1359
   21  inea                          +0.3004     -0.1021     -0.2306
   22  士多                            +0.2999     -0.0817     +0.0172
   23  地震                            -0.2996     +0.1021     +0.0259
   24  Medic                         +0.2987     -0.2045     +0.0153
   25  clock                         -0.2974     +0.0093     -0.0115
   26  multis                        -0.2974     +0.1605     +0.1039
   27  uny                           +0.2968     -0.0870     -0.0114
   28  erdem                         -0.2958     -0.0827     +0.0256
   29  皂                             -0.2956     +0.0676     -0.0382
   30  着火                            -0.2954     -0.0323     +0.0693
