================================================================================
Model: M1
Layer: 34
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.583, 1.388, 1.031]
Frob: 4.68
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  licensed                      +0.3803     +0.0056     -0.0298
    2  ded                           +0.3567     -0.2163     -0.0962
    3  和法律                           +0.3522     -0.0331     -0.0726
    4  recogn                        +0.3416     +0.0294     -0.1398
    5  licens                        +0.3366     +0.0101     -0.1160
    6  aita                          -0.3318     -0.1619     +0.0675
    7  vm                            -0.3254     -0.0369     -0.0899
    8  sangu                         -0.3221     -0.1489     +0.1666
    9  mess                          +0.3202     -0.1080     -0.0834
   10  电网                            -0.3200     +0.0081     -0.0382
   11  clot                          -0.3178     -0.0744     -0.0113
   12  在各种                           +0.3155     -0.1707     -0.0408
   13  -grid                         -0.3134     -0.0620     -0.0781
   14  recognizable                  +0.3127     -0.0302     +0.0359
   15  /ex                           +0.3127     +0.0141     +0.1002
   16  mess                          +0.3069     -0.0755     -0.0245
   17  之势                            +0.3048     +0.0130     +0.0871
   18  стои                          -0.3045     -0.0210     +0.0869
   19  就象                            +0.3044     -0.1098     -0.0257
   20  oyd                           -0.3041     +0.0033     -0.0975
   21  polis                         -0.3036     -0.0391     -0.0520
   22  汀                             -0.3030     -0.1019     -0.0637
   23  bilingual                     +0.3028     +0.0264     +0.0052
   24  其中有                           -0.3013     -0.0474     +0.0683
   25  在各                            +0.2996     -0.0324     -0.0736
   26  Capit                         -0.2987     -0.0884     -0.0411
   27  lowercase                     +0.2983     +0.0759     +0.0019
   28  不但                            +0.2982     -0.0405     +0.0966
   29  edip                          -0.2971     -0.0049     -0.0580
   30  paralle                       +0.2971     -0.1825     +0.0511
