================================================================================
Model: M2
Layer: 37
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  छ                             +0.1821
    2    128  /model                        +0.1778
    3    128  человека                      +0.1781
    4    128  exited                        -0.1692
    5    128  wander                        +0.1598
    6    128  element                       +0.1564
    7    128  RN                            -0.1583
    8    128  Trojan                        -0.1603
    9    128  放入                            -0.1631
   10    128  社会科学                          +0.1642
   11    128  typ                           +0.1704
   12    128  Exit                          -0.1568
   13    128  rush                          -0.1570
   14    128  Fit                           -0.1571
   15    128  但却                            -0.1648
   16    128  Shar                          +0.1547
   17    128  эк                            -0.1564
   18    128  Capp                          -0.1576
   19    128  绝望                            +0.1571
   20    128  coral                         +0.1591
   21    128  [↵                            -0.1550
   22    128  =B                            -0.1493
   23    128  whip                          +0.1523
   24    128  (H                            -0.1513
   25    128  714                           -0.1582
   26    128  经济社会发展                        +0.1532
   27    128  据说                            -0.1471
   28    128  214                           -0.1550
   29    128  Pear                          -0.1441
   30    128  equip                         -0.1457
   31    128  trails                        -0.1451
   32    128  �                             +0.1444
   33    128  见此                            -0.1460
   34    128  Pf                            +0.1458
   35    128  fitting                       -0.1532
   36    128  spiritual                     +0.1439
   37    128  _cache                        +0.1453
   38    128  obel                          +0.1438
   39    128  Dentistry                     -0.1480
   40    128  规范性                           -0.1406
   41    128  academic                      -0.1458
   42    128  一口                            -0.1436
   43    128  .hpp                          -0.1385
   44    128  Technical                     -0.1366
   45    128  仿真                            -0.1352
   46    128  Spr                           +0.1409
   47    127  displayed                     +0.1376
   48    127  **(                           -0.1413
   49    127  展示                            -0.1392
   50    126  Lim                           +0.1640
   51    126  捆                             -0.1386
   52    126  .exit                         -0.1393
   53    126  还不                            +0.1420
   54    126  自然资源                          -0.1426
   55    125  即是                            +0.1396
   56    125  [v                            -0.1437
   57    124  positioned                    +0.1397
   58    124  274                           +0.1352
   59    124  手机                            +0.1345
   60    123  accepting                     +0.1501
