================================================================================
Model: M2
Layer: 60
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.688, 0.310, 0.207]
Frob: 3.04
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ->                            -0.6548     +1.3041     -0.0922
    2  ->↵                           -0.5975     +0.7683     -0.1037
    3  **[                           +0.5966     +0.0032     -0.0597
    4  **                            +0.5902     +0.4234     +0.1000
    5  -equ                          -0.5846     -0.1138     -0.1730
    6  ->                            -0.5603     +1.0093     -0.0203
    7  .short                        -0.5570     +0.8040     -0.0613
    8  корот                         -0.5200     +0.7246     -0.0826
    9  -small                        -0.5174     +0.1285     -0.0468
   10  **(                           +0.5124     +0.0743     -0.0545
   11  (**                           +0.5111     +0.1939     -0.0614
   12  **[                           +0.5021     -0.0295     -0.0937
   13  短                             -0.4988     +1.0327     -0.1133
   14  -                             -0.4929     +0.9397     -0.0304
   15  Short                         -0.4865     +1.4965     -0.1332
   16  -cont                         -0.4791     +0.1319     -0.1045
   17  roots                         +0.4784     -0.5240     -0.1419
   18  short                         -0.4710     +1.2830     -0.0087
   19  -alpha                        -0.4705     -0.0327     -0.0364
   20  )->                           -0.4683     +0.3373     -0.0806
   21  convenient                    -0.4683     +0.2837     +0.0075
   22  -field                        -0.4681     -0.0314     -0.1681
   23  -concept                      -0.4670     -0.0064     -0.0882
   24  [`                            +0.4668     +0.1016     +0.0515
   25  Short                         -0.4615     +1.5879     -0.0573
   26  -model                        -0.4611     +0.0240     +0.0575
   27  contradiction                 -0.4609     -0.0555     +0.0757
   28  -list                         -0.4600     +0.0087     -0.0163
   29  -force                        -0.4594     -0.2230     -0.2811
   30  ->_                           -0.4590     +0.3674     -0.0067
