================================================================================
Model: M2
Layer: 42
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Online                        +0.1843
    2    128  italic                        -0.1813
    3    128  �                             -0.1762
    4    128  公公                            +0.1750
    5    128  При                           +0.1736
    6    128  的精神                           -0.1639
    7    128  ahrt                          +0.1649
    8    128  的种类                           -0.1646
    9    128  251                           +0.1636
   10    128  Miss                          +0.1600
   11    128  alat                          +0.1619
   12    128  закон                         +0.1614
   13    128  WS                            -0.1649
   14    128  482                           -0.1622
   15    128  248                           +0.1674
   16    128  闺                             +0.1530
   17    128  antit                         -0.1621
   18    128  国民                            -0.1583
   19    128  \                             +0.1558
   20    128  从而                            -0.1555
   21    128  �                             -0.1555
   22    128  短期                            -0.1612
   23    128  低碳                            +0.1518
   24    128  ث                             -0.1526
   25    128  _th                           +0.1538
   26    128  Interface                     +0.1499
   27    128  晶体                            +0.1565
   28    128  share                         +0.1485
   29    128  里面的                           +0.1479
   30    128  hs                            +0.1555
   31    128  tp                            -0.1502
   32    128  Kun                           -0.1493
   33    128  营业                            +0.1509
   34    128  crashing                      +0.1478
   35    128  Dam                           -0.1479
   36    128  TN                            -0.1503
   37    128  .address                      -0.1456
   38    128  Opt                           -0.1480
   39    128  \({}^{\                       -0.1470
   40    128  _or                           -0.1494
   41    128  Types                         +0.1462
   42    128  hello                         +0.1435
   43    128  ,R                            +0.1494
   44    128  furniture                     +0.1428
   45    128  Bre                           -0.1463
   46    128  hv                            -0.1470
   47    128  impacts                       -0.1425
   48    128  �                             +0.1440
   49    127  LOG                           +0.1635
   50    127  的政治                           -0.1570
   51    127  亲近                            +0.1501
   52    127  Chor                          -0.1561
   53    127  Requ                          +0.1472
   54    127  皇帝                            -0.1425
   55    126  某一                            -0.1548
   56    126  显示的                           +0.1404
   57    125  garlic                        +0.1447
   58    125  -com                          +0.1436
   59    125  mac                           +0.1525
   60    125  \                             +0.1434
