================================================================================
Model: M2
Layer: 30
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [1.744, 1.199, 0.592]
Frob: 3.01
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ż                             -0.3677     +0.0599     +0.0009
    2  滿意                            -0.3523     +0.0705     +0.0915
    3  的成功                           -0.3464     -0.0104     +0.0618
    4  arin                          -0.3436     -0.1951     -0.0726
    5  pall                          -0.3416     +0.0324     +0.1709
    6  茲                             -0.3404     +0.1708     +0.0077
    7  orth                          -0.3394     -0.2077     +0.0455
    8  worth                         -0.3368     -0.1356     +0.0482
    9  的英雄                           -0.3351     +0.0116     +0.1116
   10  lä                            -0.3312     -0.0775     -0.0415
   11  ienn                          -0.3309     -0.0730     -0.0362
   12  imil                          -0.3210     -0.1071     +0.0124
   13  deserving                     -0.3205     +0.0722     +0.0049
   14  geri                          -0.3202     -0.1938     +0.0842
   15  区                             +0.3191     -0.1263     -0.0022
   16  nested                        +0.3189     -0.0392     +0.0270
   17  infin                         -0.3188     -0.0830     -0.0562
   18  cutoff                        +0.3181     +0.0066     -0.0018
   19  聰                             -0.3174     +0.1018     +0.0681
   20  aten                          -0.3154     -0.0234     -0.1304
   21  aping                         -0.3153     -0.0574     -0.1664
   22  Worth                         -0.3143     -0.0782     +0.0390
   23  _profile                      +0.3140     +0.0638     +0.1163
   24  霓                             -0.3137     +0.0847     -0.1448
   25  /open                         +0.3135     -0.0871     -0.1550
   26  不朽                            -0.3131     +0.0598     -0.1227
   27  賓                             -0.3121     +0.0284     -0.0436
   28  pc                            +0.3080     -0.0243     -0.0475
   29  欣欣                            -0.3079     +0.2684     -0.0144
   30  发光                            -0.3074     +0.0165     -0.1436
